[#I]Device Description,,,
02/04/2020,21:15:34,48.3,17.6
03/04/2020,09:15:34,48.1,17.6
03/04/2020,21:15:34,49.3,17.6
04/04/2020,09:15:34,48.6,17.6
04/04/2020,21:15:34,49.9,17.6
05/04/2020,09:15:34,48.8,17.6
05/04/2020,21:15:34,49.7,17.7
06/04/2020,09:15:34,49.8,17.7
06/04/2020,21:15:34,51.2,17.8
07/04/2020,09:15:34,49.9,17.8
07/04/2020,21:15:34,50.9,17.8
08/04/2020,09:15:34,49.6,17.9
08/04/2020,21:15:34,51,17.9
09/04/2020,09:15:34,50.2,17.8
09/04/2020,21:15:34,51.6,17.9
10/04/2020,09:15:34,50.3,17.8
10/04/2020,21:15:34,48,17.8
11/04/2020,09:15:34,47.7,17.9
11/04/2020,21:15:34,49.6,17.9
12/04/2020,09:15:34,48.9,18
12/04/2020,21:15:34,49.2,18
13/04/2020,09:15:34,48,18.1
13/04/2020,21:15:34,49.5,18.1
14/04/2020,09:15:34,46.5,18
14/04/2020,21:15:34,44.6,18
15/04/2020,09:15:34,44.9,18
15/04/2020,21:15:34,46.8,18.1
16/04/2020,09:15:34,47.4,18.1
16/04/2020,21:15:34,49.5,18.1
17/04/2020,09:15:34,51.5,18.1
17/04/2020,21:15:34,52.9,18.3
18/04/2020,09:15:34,54.1,18.3
18/04/2020,21:15:34,55.2,18.4
19/04/2020,09:15:34,56,18.4
19/04/2020,21:15:34,56.7,18.5
20/04/2020,09:15:34,57.2,18.6
20/04/2020,21:15:34,57.6,18.6
21/04/2020,09:15:34,57.9,18.7
21/04/2020,21:15:34,58.3,18.8
22/04/2020,09:15:34,58.6,18.8
22/04/2020,21:15:34,59.2,18.8
23/04/2020,09:15:34,59.6,18.8
23/04/2020,21:15:34,60.1,18.8
24/04/2020,09:15:34,60.4,18.9
24/04/2020,21:15:34,60.4,19
25/04/2020,09:15:34,55.5,19
25/04/2020,21:15:34,51.1,19
26/04/2020,09:15:34,49.4,19
26/04/2020,21:15:34,50.6,19
27/04/2020,09:15:34,49.8,19
27/04/2020,21:15:34,49.4,19.1
28/04/2020,09:15:34,49,19.1
28/04/2020,21:15:34,48.1,19
29/04/2020,09:15:34,47.2,19
29/04/2020,21:15:34,47.3,19
30/04/2020,09:15:34,47.4,19
30/04/2020,21:15:34,49.3,19
01/05/2020,09:15:34,49.2,18.9
01/05/2020,21:15:34,50.8,18.9
02/05/2020,09:15:34,49,18.9
02/05/2020,21:15:34,48,18.9
03/05/2020,09:15:34,46,18.8
03/05/2020,21:15:34,47.6,18.8
04/05/2020,09:15:34,47,18.8
04/05/2020,21:15:34,48.6,18.9
05/05/2020,09:15:34,48.3,18.9
05/05/2020,21:15:34,47.6,18.9
06/05/2020,09:15:34,47.3,18.9
06/05/2020,21:15:34,48.7,19
07/05/2020,09:15:34,48.1,19
07/05/2020,21:15:34,47.1,18.9
08/05/2020,09:15:34,46.8,19
08/05/2020,21:15:34,48.6,19
09/05/2020,09:15:34,48.8,19.1
09/05/2020,21:15:34,48.1,19.1
10/05/2020,09:15:34,46.8,19
10/05/2020,21:15:34,46.4,19.1
11/05/2020,09:15:34,44.6,19.1
11/05/2020,21:15:34,42.1,19
12/05/2020,09:15:34,41.2,18.8
12/05/2020,21:15:34,40,18.9
13/05/2020,09:15:34,38.3,18.8
13/05/2020,21:15:34,40.2,18.9
14/05/2020,09:15:34,41.9,18.8
14/05/2020,21:15:34,44.1,18.8
15/05/2020,09:15:34,44.5,18.8
15/05/2020,21:15:34,46.3,18.8
16/05/2020,09:15:34,44.2,18.6
16/05/2020,21:15:34,45.1,18.7
17/05/2020,09:15:34,44.3,18.6
17/05/2020,21:15:34,45.9,18.7
18/05/2020,09:15:34,44.3,18.5
18/05/2020,21:15:34,43.3,18.5
19/05/2020,09:15:34,43.4,18.4
19/05/2020,21:15:34,44.6,18.6
20/05/2020,09:15:34,44.2,18.6
20/05/2020,21:15:34,46.2,18.8
21/05/2020,09:15:34,44.7,18.7
21/05/2020,21:15:34,43,19
22/05/2020,09:15:34,43,19.1
22/05/2020,21:15:34,44.8,19.3
23/05/2020,09:15:34,43.8,19.3
23/05/2020,21:15:34,41.8,19.3
24/05/2020,09:15:34,41.5,19.2
24/05/2020,21:15:34,40.6,19.2
25/05/2020,09:15:34,42,19.3
25/05/2020,21:15:34,41.2,19.4
26/05/2020,09:15:34,42.5,19.4
26/05/2020,21:15:34,42.5,19.4
27/05/2020,09:15:34,43.4,19.6
27/05/2020,21:15:34,44.9,19.8
28/05/2020,09:15:34,44.5,19.8
28/05/2020,21:15:34,44.8,20
29/05/2020,09:15:34,43.9,20
29/05/2020,21:15:34,42.7,20.1
30/05/2020,09:15:34,42.8,20.2
30/05/2020,21:15:34,41.9,20.3
31/05/2020,09:15:34,40,20.2
31/05/2020,21:15:34,37,20.2
01/06/2020,09:15:34,38.9,20.5
01/06/2020,21:15:34,40.5,20.7
02/06/2020,09:15:34,40.2,20.8
02/06/2020,21:15:34,40.1,20.9
03/06/2020,09:15:34,40.1,21
03/06/2020,21:15:34,38.9,21.1
04/06/2020,09:15:34,38.8,21.2
04/06/2020,21:15:34,37.4,21.2
05/06/2020,09:15:34,39.9,21.2
05/06/2020,21:15:34,42.5,21.2
06/06/2020,09:15:34,42.7,21.2
06/06/2020,21:15:34,42.8,21.2
07/06/2020,09:15:34,39,20.9
07/06/2020,21:15:34,39.1,21
08/06/2020,09:15:34,36,20.8
08/06/2020,21:15:34,38.6,20.9
09/06/2020,09:15:34,38.9,20.8
09/06/2020,21:15:34,44,20.9
10/06/2020,09:15:34,44.1,21
10/06/2020,21:15:34,41.9,21
11/06/2020,09:15:34,41.2,20.9
11/06/2020,21:15:34,42,21
12/06/2020,09:15:34,41.8,21.1
12/06/2020,21:15:34,41.6,21.1
13/06/2020,09:15:34,40.5,21
13/06/2020,21:15:34,40.6,21
14/06/2020,09:15:34,40.6,21
14/06/2020,21:15:34,39.8,21
15/06/2020,09:15:34,37.4,20.9
15/06/2020,21:15:34,34,20.7
16/06/2020,09:15:34,38.7,21
16/06/2020,21:15:34,38.7,21.3
17/06/2020,09:15:34,38.6,21.5
17/06/2020,21:15:34,38.6,21.7
18/06/2020,09:15:34,37.5,21.8
18/06/2020,21:15:34,37.7,21.8
19/06/2020,09:15:34,38.6,21.8
19/06/2020,21:15:34,36.3,21.8
20/06/2020,09:15:34,37.1,21.8
20/06/2020,21:15:34,36.1,21.7
21/06/2020,09:15:34,37.2,21.7
21/06/2020,21:15:34,36.4,21.7
22/06/2020,09:15:34,37,21.8
22/06/2020,21:15:34,38,22
23/06/2020,09:15:34,38.3,22.1
23/06/2020,21:15:34,38.5,22.3
24/06/2020,09:15:34,38.5,22.5
24/06/2020,21:15:34,38.5,22.7
25/06/2020,09:15:34,38.6,23
25/06/2020,21:15:34,37.3,22.9
26/06/2020,09:15:34,37,23
26/06/2020,21:15:34,34,22.9
27/06/2020,09:15:34,31.5,22.6
27/06/2020,21:15:34,33.7,22.6
28/06/2020,09:15:34,33.4,22.7
28/06/2020,21:15:34,32.9,22.7
29/06/2020,09:15:34,33.2,22.6
29/06/2020,21:15:34,32.6,22.5
30/06/2020,09:15:34,32.8,22.4
30/06/2020,21:15:34,43.7,22.4
01/07/2020,09:15:34,42,22.3
01/07/2020,21:15:34,43.7,22.4
02/07/2020,09:15:34,41.1,22.3
02/07/2020,21:15:34,43.2,22.4
03/07/2020,09:15:34,46,22.5
03/07/2020,21:15:34,44.8,22.3
04/07/2020,09:15:34,46.2,22.4
04/07/2020,21:15:34,43.9,22.2
05/07/2020,09:15:34,45.1,22.2
05/07/2020,21:15:34,44.7,22
06/07/2020,09:15:34,44.7,21.9
06/07/2020,21:15:34,43.6,22
07/07/2020,09:15:34,43.7,22.1
07/07/2020,21:15:34,44.7,22.1
08/07/2020,09:15:34,43.7,21.9
08/07/2020,21:15:34,43.8,22
09/07/2020,09:15:34,43,22
09/07/2020,21:15:34,42.7,22
10/07/2020,09:15:34,43.2,21.9
10/07/2020,21:15:34,45,22
11/07/2020,09:15:34,45,22
11/07/2020,21:15:34,43.3,21.8
12/07/2020,09:15:34,44,21.9
12/07/2020,21:15:34,45.2,21.9
13/07/2020,09:15:34,45.3,22
13/07/2020,21:15:34,46.2,22
14/07/2020,09:15:34,44.7,22
14/07/2020,21:15:34,45.5,22
15/07/2020,09:15:34,44.1,21.8
15/07/2020,21:15:34,44.2,21.9
16/07/2020,09:15:34,44,21.9
16/07/2020,21:15:34,44.2,21.9
17/07/2020,09:15:34,44.2,21.9
17/07/2020,21:15:34,45,21.9
18/07/2020,09:15:34,44.1,21.9
18/07/2020,21:15:34,42.7,22
19/07/2020,09:15:34,44.6,22.1
19/07/2020,21:15:34,45.4,22.2
20/07/2020,09:15:34,44.6,22.2
20/07/2020,21:15:34,43.8,22.1
21/07/2020,09:15:34,42,21.9
21/07/2020,21:15:34,41.3,22
22/07/2020,09:15:34,40.8,21.9
22/07/2020,21:15:34,41.2,22
23/07/2020,09:15:34,41.4,21.9
23/07/2020,21:15:34,41.6,22
24/07/2020,09:15:34,42,22
24/07/2020,21:15:34,43.4,22.1
25/07/2020,09:15:34,44.1,22.1
25/07/2020,21:15:34,46.2,22.1
26/07/2020,09:15:34,48.1,22.2
26/07/2020,21:15:34,49.3,22.2
27/07/2020,09:15:34,49.8,22.2
27/07/2020,21:15:34,50.1,22.3
28/07/2020,09:15:34,50.1,22.3
28/07/2020,21:15:34,48,22.3
29/07/2020,09:15:34,46.3,22.2
29/07/2020,21:15:34,47,22.2
30/07/2020,09:15:34,44.7,22
30/07/2020,21:15:34,45.3,22.2
31/07/2020,09:15:34,45,22.2
31/07/2020,21:15:34,47.6,22.2
01/08/2020,09:15:34,46.3,22.4
01/08/2020,21:15:34,47.1,22.5
02/08/2020,09:15:34,46.8,22.5
02/08/2020,21:15:34,45.3,22.4
03/08/2020,09:15:34,44.1,22.4
03/08/2020,21:15:34,43.7,22.5
04/08/2020,09:15:34,44.9,22.5
04/08/2020,21:15:34,43.8,22.4
05/08/2020,09:15:34,45.4,22.2
05/08/2020,21:15:34,46.8,22.3
06/08/2020,09:15:34,45.8,22.2
06/08/2020,21:15:34,46.4,22.3
07/08/2020,09:15:34,47.6,22.2
07/08/2020,21:15:34,47.4,22.3
08/08/2020,09:15:34,48.5,22.4
08/08/2020,21:15:34,47.2,22.4
09/08/2020,09:15:34,45.8,22.4
09/08/2020,21:15:34,45.5,22.4
10/08/2020,09:15:34,45.7,22.4
10/08/2020,21:15:34,46.3,22.5
11/08/2020,09:15:34,46.5,22.6
11/08/2020,21:15:34,46.5,22.6
12/08/2020,09:15:34,46.9,22.7
12/08/2020,21:15:34,49.8,22.8
13/08/2020,09:15:34,49.5,22.9
13/08/2020,21:15:34,50.1,22.8
14/08/2020,09:15:34,50.2,22.9
14/08/2020,21:15:34,49.4,22.9
15/08/2020,09:15:34,51.4,23
15/08/2020,21:15:34,53.7,23.1
16/08/2020,09:15:34,55.8,23.2
16/08/2020,21:15:34,57.6,23.3
17/08/2020,09:15:34,58.9,23.3
17/08/2020,21:15:34,59.9,23.4
18/08/2020,09:15:34,60.6,23.4
18/08/2020,21:15:34,61.1,23.4
19/08/2020,09:15:34,61.4,23.5
19/08/2020,21:15:34,61.8,23.5
20/08/2020,09:15:34,62.6,23.5
20/08/2020,21:15:34,62.7,23.5
21/08/2020,09:15:34,62.5,23.6
21/08/2020,21:15:34,61.9,23.6
22/08/2020,09:15:34,61.7,23.6
22/08/2020,21:15:34,61.1,23.6
23/08/2020,09:15:34,61,23.6
23/08/2020,21:15:34,60.7,23.6
24/08/2020,09:15:34,60.4,23.6
24/08/2020,21:15:34,60.3,23.6
25/08/2020,09:15:34,60.7,23.6
25/08/2020,21:15:34,61,23.6
26/08/2020,09:15:34,60.9,23.6
26/08/2020,21:15:34,60.6,23.6
27/08/2020,09:15:34,60.6,23.5
27/08/2020,21:15:34,60.9,23.5
28/08/2020,09:15:34,61.2,23.5
28/08/2020,21:15:34,47.6,23.3
29/08/2020,09:15:34,43.2,22.9
29/08/2020,21:15:34,40.8,22.8
30/08/2020,09:15:34,41.4,22.7
30/08/2020,21:15:34,39.9,22.5
31/08/2020,09:15:34,40.9,22.3
31/08/2020,21:15:34,39.4,22.3
01/09/2020,09:15:34,39,21.9
01/09/2020,21:15:34,40.7,22
02/09/2020,09:15:34,41.3,21.8
02/09/2020,21:15:34,43.4,21.9
03/09/2020,09:15:34,46.9,21.9
03/09/2020,21:15:34,48.3,21.9
04/09/2020,09:15:34,49.1,21.9
04/09/2020,21:15:34,50.1,21.9
05/09/2020,09:15:34,50.4,21.9
05/09/2020,21:15:34,48.9,21.7
06/09/2020,09:15:34,47.1,21.6
06/09/2020,21:15:34,48.2,21.7
07/09/2020,09:15:34,46.9,21.6
07/09/2020,21:15:34,47.7,21.5
08/09/2020,09:15:34,49.2,21.5
08/09/2020,21:15:34,49.8,21.5
09/09/2020,09:15:34,49.7,21.5
09/09/2020,21:15:34,49.7,21.7
10/09/2020,09:15:34,47.7,21.6
10/09/2020,21:15:34,47.8,21.6
11/09/2020,09:15:34,46.7,21.5
11/09/2020,21:15:34,46.3,21.4
12/09/2020,09:15:34,47.4,21.4
12/09/2020,21:15:34,46.7,21.3
13/09/2020,09:15:34,48.6,21.3
13/09/2020,21:15:34,49.3,21.2
14/09/2020,09:15:34,49.2,21.3
14/09/2020,21:15:34,48.3,21.2
15/09/2020,09:15:34,49.4,21.3
15/09/2020,21:15:34,50.1,21.3
16/09/2020,09:15:34,48.5,21.4
16/09/2020,21:15:34,49.7,21.4
17/09/2020,09:15:34,50.1,21.4
17/09/2020,21:15:34,48,21.4
18/09/2020,09:15:34,47.1,21.4
18/09/2020,21:15:34,46,21.3
19/09/2020,09:15:34,47.6,21.3
19/09/2020,21:15:34,45.2,21.3
20/09/2020,09:15:34,46.1,21.4
20/09/2020,21:15:34,45.1,21.3
21/09/2020,09:15:34,47.5,21.3
21/09/2020,21:15:34,45.4,21.5
22/09/2020,09:15:34,46.6,21.5
22/09/2020,21:15:34,44.7,21.4
23/09/2020,09:15:34,47.9,21.4
23/09/2020,21:15:34,47.4,21.4
24/09/2020,09:15:34,47,21.4
24/09/2020,21:15:34,45.3,21.2
25/09/2020,09:15:34,45.1,21.2
25/09/2020,21:15:34,44.1,21
26/09/2020,09:15:34,43.9,21
26/09/2020,21:15:34,45.6,21.1
27/09/2020,09:15:34,45.9,21.1
27/09/2020,21:15:34,44.9,21
28/09/2020,09:15:34,45.2,20.8
28/09/2020,21:15:34,44.4,20.7
29/09/2020,09:15:34,44.6,20.6
29/09/2020,21:15:34,46.6,20.6
30/09/2020,09:15:34,46.4,20.5
30/09/2020,21:15:34,46.7,20.4
01/10/2020,09:15:34,47.9,20.4
01/10/2020,21:15:34,48.5,20.4
02/10/2020,09:15:34,49,20.4
02/10/2020,21:15:34,50,20.3
03/10/2020,09:15:34,49.6,20.2
03/10/2020,21:15:34,49.1,20.1
04/10/2020,09:15:34,50.1,20.1
04/10/2020,21:15:34,51,20
05/10/2020,09:15:34,51.3,19.9
05/10/2020,21:15:34,51.5,19.8
06/10/2020,09:15:34,51.2,19.7
06/10/2020,21:15:34,50,19.7
07/10/2020,09:15:34,48.5,19.6
07/10/2020,21:15:34,49.2,19.6
08/10/2020,09:15:34,50.1,19.5
08/10/2020,21:15:34,50.6,19.5
09/10/2020,09:15:34,49,19.4
09/10/2020,21:15:34,49,19.4
10/10/2020,09:15:34,49,19.4
10/10/2020,21:15:34,49.5,19.3
11/10/2020,09:15:34,50.2,19.2
11/10/2020,21:15:34,50.5,19.2
12/10/2020,09:15:34,48.7,19.1
12/10/2020,21:15:34,49.5,19
13/10/2020,09:15:34,50,19
13/10/2020,21:15:34,50.6,18.8
14/10/2020,09:15:34,51,18.8
14/10/2020,21:15:34,50.3,18.7
15/10/2020,09:15:34,50.6,18.7
15/10/2020,21:15:34,50.2,18.6
16/10/2020,09:15:34,50.5,18.6
16/10/2020,21:15:34,50.4,18.5
17/10/2020,09:15:34,51.2,18.5
17/10/2020,21:15:34,52.3,18.4
18/10/2020,09:15:34,53.4,18.4
18/10/2020,21:15:34,54.3,18.3
19/10/2020,09:15:34,54.9,18.3
19/10/2020,21:15:34,55.4,18.2
20/10/2020,09:15:34,55.8,18.2
20/10/2020,21:15:34,53.9,18.2
21/10/2020,09:15:34,52.5,18.2
21/10/2020,21:15:34,52.7,18.2
22/10/2020,09:15:34,52.1,18.2
22/10/2020,21:15:34,51.7,18.1
23/10/2020,09:15:34,52.2,18.1
23/10/2020,21:15:34,51.6,18.2
24/10/2020,09:15:34,50.8,18.2
24/10/2020,21:15:34,51.3,18.2
25/10/2020,09:15:34,50.7,18.2
25/10/2020,21:15:34,50.9,18.1
26/10/2020,09:15:34,50.5,18.1
26/10/2020,21:15:34,50.8,18.1
27/10/2020,09:15:34,50.3,18
27/10/2020,21:15:34,49.2,18
28/10/2020,09:15:34,49.4,17.9
28/10/2020,21:15:34,49.5,17.9
29/10/2020,09:15:34,49.9,17.8
29/10/2020,21:15:34,47.8,17.8
30/10/2020,09:15:34,49.5,17.8
30/10/2020,21:15:34,51.2,17.7
31/10/2020,09:15:34,49.5,17.7
31/10/2020,21:15:34,47.6,17.7
01/11/2020,09:15:34,47.8,17.7
01/11/2020,21:15:34,47.2,17.7
02/11/2020,09:15:34,44.9,17.7
02/11/2020,21:15:34,46.7,17.7
03/11/2020,09:15:34,48,17.7
03/11/2020,21:15:34,48.7,17.7
04/11/2020,09:15:34,48.8,17.6
04/11/2020,21:15:34,45.6,19.8
05/11/2020,09:15:34,43.3,18.5
05/11/2020,21:15:34,43.2,18.6
06/11/2020,09:15:34,43.1,18.1
06/11/2020,21:15:34,42.9,20.7
07/11/2020,09:15:34,42.2,20.8
07/11/2020,21:15:34,42.4,21
08/11/2020,09:15:34,43,21
08/11/2020,21:15:34,43.5,21.1
09/11/2020,09:15:34,44,21.1
09/11/2020,21:15:34,44.1,21.4
10/11/2020,09:15:34,44.2,21.2
10/11/2020,21:15:34,44.4,21.2
11/11/2020,09:15:34,44.5,21.2
11/11/2020,21:15:34,44.5,21.3
12/11/2020,09:15:34,44.5,21.2
12/11/2020,21:15:34,44.3,21.2
13/11/2020,09:15:34,44.3,21.1
13/11/2020,21:15:34,44.1,21.1
14/11/2020,09:15:34,43.9,21.1
14/11/2020,21:15:34,44.1,21.2
15/11/2020,09:15:34,44.2,21.2
15/11/2020,21:15:34,43.8,21.1
16/11/2020,09:15:34,43.3,21.1
16/11/2020,21:15:34,42.9,21.1
17/11/2020,09:15:34,43.2,21.1
17/11/2020,21:15:34,43.5,21.2
18/11/2020,09:15:34,43.9,21.1
18/11/2020,21:15:34,44,21.2
19/11/2020,09:15:34,43.1,21.1
19/11/2020,21:15:34,42.1,21.2
20/11/2020,09:15:34,40.6,21
20/11/2020,21:15:34,39.9,21.1
21/11/2020,09:15:34,40.4,21.1
21/11/2020,21:15:34,41,21.1
22/11/2020,09:15:34,41.9,21.1
22/11/2020,21:15:34,42.1,21.1
23/11/2020,09:15:34,41.5,21
23/11/2020,21:15:34,40.9,21.1
24/11/2020,09:15:34,41.1,21.1
24/11/2020,21:15:34,41.4,21.1
25/11/2020,09:15:34,41.9,21.1
25/11/2020,21:15:34,42.5,21.1
26/11/2020,09:15:34,42.1,21
26/11/2020,21:15:34,41.1,23.6
27/11/2020,09:15:34,36.5,21.9
27/11/2020,21:15:34,34.7,21.8
28/11/2020,09:15:34,33.9,24.5
28/11/2020,21:15:34,35.8,23.6
29/11/2020,09:15:34,35.5,23.4
29/11/2020,21:15:34,36.9,23.2
30/11/2020,09:15:34,33.8,19.9
30/11/2020,21:15:34,35.7,15.8
01/12/2020,09:15:34,36.3,16.1
01/12/2020,21:15:34,37.2,9.8
02/12/2020,09:15:34,38.5,8.9
02/12/2020,21:15:34,40,16
03/12/2020,09:15:34,39.4,12.7
03/12/2020,21:15:34,41.9,19
04/12/2020,09:15:34,41.8,17.9
04/12/2020,21:15:34,40.3,17.8
05/12/2020,09:15:34,40.2,17.5
05/12/2020,21:15:34,39.7,18
06/12/2020,09:15:34,38.2,17.9
06/12/2020,21:15:34,37.5,21.1
07/12/2020,09:15:34,37.1,20.9
07/12/2020,21:15:34,33.9,13.5
08/12/2020,09:15:34,36.8,15.5
08/12/2020,21:15:34,39.6,14.1
09/12/2020,09:15:34,42.5,16.3
09/12/2020,21:15:34,43.2,15.5
10/12/2020,09:15:34,44,15.5
10/12/2020,21:15:34,46.1,15.5
11/12/2020,09:15:34,48.5,16.9
11/12/2020,21:15:34,50.8,19.5
12/12/2020,09:15:34,49.1,15.7
12/12/2020,21:15:34,51.6,11.8
13/12/2020,09:15:34,52.1,16.4
13/12/2020,21:15:34,51,15
14/12/2020,09:15:34,53.1,17.7
14/12/2020,21:15:34,50.9,19.6
15/12/2020,09:15:34,48,19.3
15/12/2020,21:15:34,51.3,22.3
16/12/2020,09:15:34,52.2,20.6
