[#I]Device Description,,,
21/02/2020,16:05:17,49.3,18.7
21/02/2020,16:20:37,49.3,18.8
22/02/2020,04:20:37,49.3,18.9
22/02/2020,16:20:37,49.1,19
23/02/2020,04:20:37,48.7,19.1
23/02/2020,16:20:37,48.7,19.2
24/02/2020,04:20:37,48.1,19.3
24/02/2020,16:20:37,48.6,19.3
25/02/2020,04:20:37,48.4,19.3
25/02/2020,16:20:37,48.1,19.4
26/02/2020,04:20:37,48.5,19.5
26/02/2020,16:20:37,47,19.5
27/02/2020,04:20:37,48.6,19.4
27/02/2020,16:20:37,50.6,19.3
28/02/2020,04:20:37,50.5,19.3
28/02/2020,16:20:37,51.7,19.2
29/02/2020,04:20:37,51.5,19.2
29/02/2020,16:20:37,52.3,19.2
01/03/2020,04:20:37,51.6,19.2
01/03/2020,16:20:37,52.3,19.2
02/03/2020,04:20:37,51.5,19.2
02/03/2020,16:20:37,50.6,19.2
03/03/2020,04:20:37,50.1,19.3
03/03/2020,16:20:37,49,19.4
04/03/2020,04:20:37,48.9,19.5
04/03/2020,16:20:37,48.1,19.5
05/03/2020,04:20:37,48.1,19.6
05/03/2020,16:20:37,48,19.6
06/03/2020,04:20:37,47.6,19.5
06/03/2020,16:20:37,47.2,19.6
07/03/2020,04:20:37,47,19.5
07/03/2020,16:20:37,47.2,19.5
08/03/2020,04:20:37,47.3,19.5
08/03/2020,16:20:37,47.1,19.6
09/03/2020,04:20:37,46.8,19.7
09/03/2020,16:20:37,47.3,19.5
10/03/2020,04:20:37,48,19.4
10/03/2020,16:20:37,48.9,19.4
11/03/2020,04:20:37,49,19.5
11/03/2020,16:20:37,48.6,19.6
12/03/2020,04:20:37,47.7,19.7
12/03/2020,16:20:37,47.4,19.7
13/03/2020,04:20:37,47.4,19.7
13/03/2020,16:20:37,47.1,19.7
14/03/2020,04:20:37,47.5,19.7
14/03/2020,16:20:37,47.6,19.7
15/03/2020,04:20:37,47.5,19.8
15/03/2020,16:20:37,47.4,19.8
16/03/2020,04:20:37,47.1,19.8
16/03/2020,16:20:37,47.3,19.8
17/03/2020,04:20:37,47,19.9
17/03/2020,16:20:37,47.2,19.9
18/03/2020,04:20:37,47.3,19.9
18/03/2020,16:20:37,47.3,20
19/03/2020,04:20:37,47.5,20
19/03/2020,16:20:37,47.3,20.1
20/03/2020,04:20:37,46.9,20.2
20/03/2020,16:20:37,47.3,20.2
21/03/2020,04:20:37,48.2,19.9
21/03/2020,16:20:37,48.8,19.6
22/03/2020,04:20:37,49.1,19.5
22/03/2020,16:20:37,48.9,19.3
23/03/2020,04:20:37,48.8,19.2
23/03/2020,11:59:57,48.7,19.1
23/03/2020,23:59:57,49.8,19.1
24/03/2020,11:59:57,49.9,19
24/03/2020,23:59:57,50.6,18.9
25/03/2020,11:59:57,50.3,18.8
25/03/2020,23:59:57,50.1,18.8
26/03/2020,11:59:57,49.8,18.7
26/03/2020,23:59:57,50,18.6
27/03/2020,11:59:57,49.4,18.5
27/03/2020,23:59:57,50.1,18.5
28/03/2020,11:59:57,49.8,18.4
28/03/2020,23:59:57,49.5,18.4
29/03/2020,11:59:57,49,18.3
29/03/2020,23:59:57,49.6,18.2
30/03/2020,11:59:57,49.4,18.1
30/03/2020,23:59:57,50.3,18.1
31/03/2020,11:59:57,50.1,18
31/03/2020,23:59:57,50,17.9
01/04/2020,08:09:42,50.8,17.9
01/04/2020,20:09:42,51.7,17.8
02/04/2020,08:09:42,52.3,17.8
02/04/2020,20:09:42,54,17.7
03/04/2020,08:09:42,53.9,17.7
03/04/2020,20:09:42,52.7,17.7
04/04/2020,08:09:42,53,17.7
04/04/2020,20:09:42,53.4,17.6
05/04/2020,08:09:42,53.3,17.6
05/04/2020,20:09:42,53.7,17.6
06/04/2020,08:09:42,53.4,17.7
06/04/2020,20:09:42,53.4,17.7
07/04/2020,08:09:42,53.3,17.7
07/04/2020,20:09:42,53.9,17.8
08/04/2020,08:09:42,53.2,17.8
08/04/2020,20:09:42,52.7,17.8
09/04/2020,08:09:42,52.4,17.8
09/04/2020,20:09:42,54.1,17.8
10/04/2020,08:09:42,53.4,17.8
10/04/2020,20:09:42,53.3,17.9
11/04/2020,08:09:42,53.1,17.9
11/04/2020,20:09:42,53.6,17.9
12/04/2020,08:09:42,52.9,17.9
12/04/2020,20:09:42,53.1,18
13/04/2020,08:09:42,53,18
13/04/2020,20:09:42,53.4,18.1
14/04/2020,08:09:42,53.1,18.1
14/04/2020,20:09:42,52.4,18.1
15/04/2020,08:09:42,52.5,18
15/04/2020,20:09:42,54.2,18
16/04/2020,08:09:42,53.4,18
16/04/2020,20:09:42,54.9,18
17/04/2020,08:09:42,56.6,18.1
17/04/2020,20:09:42,58.1,18.2
18/04/2020,08:09:42,59.4,18.3
18/04/2020,20:09:42,60.5,18.3
19/04/2020,08:09:42,61.4,18.3
19/04/2020,20:09:42,62.1,18.3
20/04/2020,08:09:42,62.8,18.4
20/04/2020,20:09:42,63.3,18.4
21/04/2020,08:09:42,63.8,18.4
21/04/2020,20:09:42,64.4,18.5
22/04/2020,08:09:42,64.8,18.5
22/04/2020,20:09:42,65.3,18.5
23/04/2020,08:09:42,65.8,18.5
23/04/2020,20:09:42,66.2,18.5
24/04/2020,08:09:42,66.5,18.5
24/04/2020,20:09:42,62.2,18.5
25/04/2020,08:09:42,59.1,18.5
25/04/2020,20:09:42,54.8,18.5
26/04/2020,08:09:42,53.9,18.4
26/04/2020,20:09:42,52.4,18.4
27/04/2020,08:09:42,52.5,18.4
27/04/2020,20:09:42,53.2,18.4
28/04/2020,08:09:42,53.1,18.4
28/04/2020,20:09:42,53,18.4
29/04/2020,08:09:42,53.2,18.3
29/04/2020,20:09:42,53.2,18.2
30/04/2020,08:09:42,53.3,18.2
30/04/2020,20:09:42,53.1,18.1
01/05/2020,08:09:42,52.5,18
01/05/2020,20:09:42,52.7,18
02/05/2020,08:09:42,52.6,18
02/05/2020,20:09:42,52.5,18
03/05/2020,08:09:42,52.9,18
03/05/2020,20:09:42,52.8,18
04/05/2020,08:09:42,52.5,18
04/05/2020,20:09:42,52.3,18
05/05/2020,08:09:42,52.8,18
05/05/2020,20:09:42,53.3,18
06/05/2020,08:09:42,52.9,17.9
06/05/2020,20:09:42,53.5,17.9
07/05/2020,08:09:42,53.8,17.9
07/05/2020,20:09:42,53,17.9
08/05/2020,08:09:42,53.2,18
08/05/2020,20:09:42,54,18
09/05/2020,08:09:42,53.5,18
09/05/2020,20:09:42,52.9,18.1
10/05/2020,08:09:42,52.7,18.1
10/05/2020,20:09:42,52.4,18.2
11/05/2020,08:09:42,52.5,18.2
11/05/2020,20:09:42,54.2,18.3
12/05/2020,08:09:42,53.9,18.3
12/05/2020,20:09:42,55.3,18.2
13/05/2020,08:09:42,54.7,18.2
13/05/2020,20:09:42,54.8,18.2
14/05/2020,08:09:42,54.2,18.1
14/05/2020,20:09:42,54.3,18.2
15/05/2020,08:09:42,53.7,18.3
15/05/2020,20:09:42,53.6,18.2
16/05/2020,08:09:42,53.4,18.1
16/05/2020,20:09:42,53.5,18.1
17/05/2020,08:09:42,53.5,18.1
17/05/2020,20:09:42,53.5,18.1
18/05/2020,08:09:42,53.1,18.1
18/05/2020,20:09:42,53,18.2
19/05/2020,08:09:42,53,18.3
19/05/2020,20:09:42,52.5,18.3
20/05/2020,08:09:42,52.7,18.3
20/05/2020,20:09:42,53.1,18.4
21/05/2020,08:09:42,53.1,18.5
21/05/2020,20:09:42,52.5,18.6
22/05/2020,08:09:42,52.6,18.7
22/05/2020,20:09:42,52.4,18.8
23/05/2020,08:09:42,52.4,18.8
23/05/2020,20:09:42,52.9,18.9
24/05/2020,08:09:42,52.7,19
24/05/2020,20:09:42,51.1,19
25/05/2020,08:09:42,51.6,19
25/05/2020,20:09:42,51.1,19.1
26/05/2020,08:09:42,51.5,19.1
26/05/2020,20:09:42,52.1,19.3
27/05/2020,08:09:42,51.1,19.5
27/05/2020,20:09:42,49.4,19.7
28/05/2020,08:09:42,48.5,19.9
28/05/2020,20:09:42,48.3,20.1
29/05/2020,08:09:42,47.9,20.2
29/05/2020,20:09:42,47.3,20.4
30/05/2020,08:09:42,47.7,20.5
30/05/2020,20:09:42,47.2,20.5
31/05/2020,08:09:42,47.9,20.6
31/05/2020,20:09:42,46.5,20.6
01/06/2020,08:09:42,47.4,20.7
01/06/2020,20:09:42,48.8,20.8
02/06/2020,08:09:42,47,20.7
02/06/2020,20:09:42,49.3,20.9
03/06/2020,08:09:42,50.8,21
03/06/2020,20:09:42,51.4,21
04/06/2020,08:09:42,52.2,21
04/06/2020,20:09:42,52.6,21.1
05/06/2020,08:09:42,52.2,21.2
05/06/2020,20:09:42,52.5,21.2
06/06/2020,08:09:42,52.6,21.2
06/06/2020,20:09:42,52.5,21.2
07/06/2020,08:09:42,52.6,21.2
07/06/2020,20:09:42,51.1,21.2
08/06/2020,08:09:42,51.8,21.2
08/06/2020,20:09:42,53.7,21.2
09/06/2020,08:09:42,53.5,21.2
09/06/2020,20:09:42,53.1,21.3
10/06/2020,08:09:42,53.8,21.4
10/06/2020,20:09:42,54.1,21.3
11/06/2020,08:09:42,53.7,21.3
11/06/2020,20:09:42,52.9,21.2
12/06/2020,08:09:42,53.4,21.2
12/06/2020,20:09:42,52.6,21.2
13/06/2020,08:09:42,52.8,21.2
13/06/2020,20:09:42,52.2,21.2
14/06/2020,08:09:42,52.5,21.2
14/06/2020,20:09:42,52.7,21.2
15/06/2020,08:09:42,52.8,21.3
15/06/2020,20:09:42,54.3,21.4
16/06/2020,08:09:42,56.2,21.6
16/06/2020,20:09:42,57.8,21.7
17/06/2020,08:09:42,59.2,21.9
17/06/2020,20:09:42,60.4,21.9
18/06/2020,08:09:42,58.7,22
18/06/2020,20:09:42,46.4,21.8
19/06/2020,08:09:42,47.9,21.6
19/06/2020,20:09:42,44.4,21.6
20/06/2020,08:09:42,45.3,21.4
20/06/2020,20:09:42,43.4,21.4
21/06/2020,08:09:42,45,21.3
21/06/2020,20:09:42,43.6,21.3
22/06/2020,08:09:42,45,21.2
22/06/2020,20:09:42,47,21.4
23/06/2020,08:09:42,47.2,21.7
23/06/2020,20:09:42,47.9,21.7
24/06/2020,08:09:42,50,21.9
24/06/2020,20:09:42,51.9,21.9
25/06/2020,08:09:42,54.4,21.8
25/06/2020,20:09:42,43.2,21.8
26/06/2020,08:09:42,43.7,21.8
26/06/2020,20:09:42,43.2,22
27/06/2020,08:09:42,47.2,22.2
27/06/2020,20:09:42,44.8,22.2
28/06/2020,08:09:42,47.2,22.3
28/06/2020,20:09:42,48.9,22.3
29/06/2020,08:09:42,48.9,22.3
29/06/2020,20:09:42,48.1,22.2
30/06/2020,08:09:42,47.9,22.2
30/06/2020,20:09:42,50,22.3
01/07/2020,08:09:42,51.3,22.3
01/07/2020,20:09:42,53.5,22.4
02/07/2020,08:09:42,53.3,22.4
02/07/2020,20:09:42,55,22.4
03/07/2020,08:09:42,56.7,22.5
03/07/2020,20:09:42,56.2,22.3
04/07/2020,08:09:42,55.1,22.2
04/07/2020,20:09:42,54.1,22.1
05/07/2020,08:09:42,53.9,22.1
05/07/2020,20:09:42,55.3,22.1
06/07/2020,08:09:42,54.5,22.1
06/07/2020,20:09:42,52.5,22
07/07/2020,08:09:42,52.6,22.1
07/07/2020,20:09:42,53.1,22.2
08/07/2020,08:09:42,52.9,22.2
08/07/2020,20:09:42,52.5,22.2
09/07/2020,08:09:42,52.7,22.2
09/07/2020,20:09:42,53.3,22.3
10/07/2020,08:09:42,53.1,22.2
10/07/2020,20:09:42,52,22.2
11/07/2020,08:09:42,52,22.2
11/07/2020,20:09:42,51.6,22.2
12/07/2020,08:09:42,52.1,22.2
12/07/2020,20:09:42,51.6,22.2
13/07/2020,08:09:42,52.1,22.3
13/07/2020,20:09:42,51.7,22.1
14/07/2020,08:09:42,52.2,22.1
14/07/2020,20:09:42,51.4,22.1
15/07/2020,08:09:42,52,22.3
15/07/2020,20:09:42,51.2,22.2
16/07/2020,08:09:42,52,22.3
16/07/2020,20:09:42,52.1,22.2
17/07/2020,08:09:42,52.5,22.1
17/07/2020,20:09:42,52,22
18/07/2020,08:09:42,52.5,22.1
18/07/2020,20:09:42,52.1,22.1
19/07/2020,08:09:42,52.6,22.2
19/07/2020,20:09:42,52.5,22.1
20/07/2020,08:09:42,52.9,22.2
20/07/2020,20:09:42,52.9,22.2
21/07/2020,08:09:42,52.9,22.1
21/07/2020,20:09:42,52.6,22.1
22/07/2020,08:09:42,52.8,22.1
22/07/2020,20:09:42,51.5,22
23/07/2020,08:09:42,52.3,22.1
23/07/2020,20:09:42,51.5,22
24/07/2020,08:09:42,52.3,22.1
24/07/2020,20:09:42,52.2,22.3
25/07/2020,08:09:42,52.5,22.4
25/07/2020,20:09:42,52.7,22.5
26/07/2020,08:09:42,50.6,22.4
26/07/2020,20:09:42,52.6,22.5
27/07/2020,08:09:42,52.8,22.6
27/07/2020,20:09:42,52.6,22.6
28/07/2020,08:09:42,52.7,22.6
28/07/2020,20:09:42,52.2,22.5
29/07/2020,08:09:42,52.5,22.5
29/07/2020,20:09:42,51.9,22.3
30/07/2020,08:09:42,52.4,22.3
30/07/2020,20:09:42,52,22.2
31/07/2020,08:09:42,52.4,22.2
31/07/2020,20:09:42,54.2,22.3
01/08/2020,08:09:42,53.5,22.3
01/08/2020,20:09:42,53.2,22.3
02/08/2020,08:09:42,53.1,22.3
02/08/2020,20:09:42,53,22.3
03/08/2020,08:09:42,52.8,22.4
03/08/2020,20:09:42,52.6,22.5
04/08/2020,08:09:42,52.6,22.6
04/08/2020,20:09:42,52.8,22.5
05/08/2020,08:09:42,52.8,22.5
05/08/2020,20:09:42,52.7,22.4
06/08/2020,08:09:42,52.7,22.4
06/08/2020,20:09:42,52.1,22.4
07/08/2020,08:09:42,51.6,22.4
07/08/2020,20:09:42,53.3,22.5
08/08/2020,08:09:42,53.2,22.5
08/08/2020,20:09:42,52.6,22.5
09/08/2020,08:09:42,52.8,22.6
09/08/2020,20:09:42,51.7,22.5
10/08/2020,08:09:42,52.4,22.6
10/08/2020,20:09:42,52.1,22.7
11/08/2020,08:09:42,52.5,22.8
11/08/2020,20:09:42,52.4,22.8
12/08/2020,08:09:42,52.8,23
12/08/2020,20:09:42,53.3,23.1
13/08/2020,08:09:42,53.3,23.1
13/08/2020,20:09:42,53.1,23.2
14/08/2020,08:09:42,53,23.2
14/08/2020,20:09:42,53.4,23.3
15/08/2020,08:09:42,55.6,23.3
15/08/2020,20:09:42,57.9,23.3
16/08/2020,08:09:42,60,23.3
16/08/2020,20:09:42,61.6,23.3
17/08/2020,08:09:42,63,23.3
17/08/2020,20:09:42,63.9,23.3
18/08/2020,08:09:42,64.7,23.3
18/08/2020,20:09:42,65.4,23.3
19/08/2020,08:09:42,65.9,23.3
19/08/2020,20:09:42,66.4,23.2
20/08/2020,08:09:42,66.9,23.2
20/08/2020,20:09:42,67,23.4
21/08/2020,08:09:42,67.2,23.5
21/08/2020,20:09:42,67.8,23.4
22/08/2020,08:09:42,68.2,23.3
22/08/2020,20:09:42,68.5,23.3
23/08/2020,08:09:42,68.6,23.3
23/08/2020,20:09:42,68.8,23.3
24/08/2020,08:09:42,68.9,23.2
24/08/2020,20:09:42,68.9,23.2
25/08/2020,08:09:42,68.9,23.2
25/08/2020,20:09:42,68.8,23.2
26/08/2020,08:09:42,68.9,23.1
26/08/2020,20:09:42,69,23.1
27/08/2020,08:09:42,69,23.1
27/08/2020,20:09:42,69,23.1
28/08/2020,08:09:42,69,23
28/08/2020,20:09:42,52.7,22.8
29/08/2020,08:09:42,53.5,22.7
29/08/2020,20:09:42,52.9,22.6
30/08/2020,08:09:42,53.1,22.5
30/08/2020,20:09:42,53.7,22.5
31/08/2020,08:09:42,53.6,22.4
31/08/2020,20:09:42,54.2,22.3
01/09/2020,08:09:42,53.8,22.2
01/09/2020,20:09:42,54,22.1
02/09/2020,08:09:42,53.7,22
02/09/2020,20:09:42,53.7,22
03/09/2020,08:09:42,53.4,21.9
03/09/2020,20:09:42,53.8,21.9
04/09/2020,08:09:42,51.7,21.8
04/09/2020,20:09:42,52.7,21.8
05/09/2020,08:09:42,52.6,21.7
05/09/2020,20:09:42,52.8,21.7
06/09/2020,08:09:42,52.7,21.6
06/09/2020,20:09:42,53,21.5
07/09/2020,08:09:42,53,21.5
07/09/2020,20:09:42,53.1,21.4
08/09/2020,08:09:42,53,21.4
08/09/2020,20:09:42,53.1,21.4
09/09/2020,08:09:42,53.1,21.4
09/09/2020,20:09:42,53,21.4
10/09/2020,08:09:42,53,21.4
10/09/2020,20:09:42,53.2,21.4
11/09/2020,08:09:42,53.1,21.4
11/09/2020,20:09:42,52.8,21.3
12/09/2020,08:09:42,52.9,21.3
12/09/2020,20:09:42,52.6,21.2
13/09/2020,08:09:42,52.8,21.2
13/09/2020,20:09:42,52.6,21.2
14/09/2020,08:09:42,52.7,21.2
14/09/2020,20:09:42,52.1,21.1
15/09/2020,08:09:42,52.5,21.2
15/09/2020,20:09:42,52.5,21.4
16/09/2020,08:09:42,52.6,21.5
16/09/2020,20:09:42,52.2,21.4
17/09/2020,08:09:42,50.9,21.4
17/09/2020,20:09:42,52.9,21.4
18/09/2020,08:09:42,53.1,21.4
18/09/2020,20:09:42,52.9,21.4
19/09/2020,08:09:42,53,21.4
19/09/2020,20:09:42,52.2,21.3
20/09/2020,08:09:42,52.6,21.3
20/09/2020,20:09:42,51.8,21.2
21/09/2020,08:09:42,52.4,21.3
21/09/2020,20:09:42,51.5,21.2
22/09/2020,08:09:42,52.2,21.3
22/09/2020,20:09:42,52,21.3
23/09/2020,08:09:42,52.5,21.4
23/09/2020,20:09:42,52.2,21.3
24/09/2020,08:09:42,52.5,21.3
24/09/2020,20:09:42,51.9,21.2
25/09/2020,08:09:42,52.3,21.2
25/09/2020,20:09:42,53.8,21.1
26/09/2020,08:09:42,53.4,21
26/09/2020,20:09:42,53.3,21
27/09/2020,08:09:42,53.1,20.9
27/09/2020,20:09:42,52.2,20.7
28/09/2020,08:09:42,52.5,20.7
28/09/2020,20:09:42,54.1,20.7
29/09/2020,08:09:42,53.5,20.6
29/09/2020,20:09:42,53.7,20.6
30/09/2020,08:09:42,53,20.6
30/09/2020,20:09:42,54,20.6
01/10/2020,08:09:42,53.5,20.5
01/10/2020,20:09:42,52.7,20.3
02/10/2020,08:09:42,52.7,20.3
02/10/2020,20:09:42,51.9,20.1
03/10/2020,08:09:42,52.3,20
03/10/2020,20:09:42,51.7,19.8
04/10/2020,08:09:42,52.2,19.7
04/10/2020,20:09:42,51.7,19.5
05/10/2020,08:09:42,52.2,19.5
05/10/2020,20:09:42,53.9,19.5
06/10/2020,08:09:42,53.8,19.4
06/10/2020,20:09:42,52.9,19.3
07/10/2020,08:09:42,53.1,19.3
07/10/2020,20:09:42,52,19.2
08/10/2020,08:09:42,52.5,19.2
08/10/2020,20:09:42,54,19.4
09/10/2020,08:09:42,53.6,19.4
09/10/2020,20:09:42,52.2,19.4
10/10/2020,08:09:42,52.5,19.4
10/10/2020,20:09:42,54,19.4
11/10/2020,08:09:42,53.8,19.4
11/10/2020,20:09:42,52.8,19.3
12/10/2020,08:09:42,52.8,19.3
12/10/2020,20:09:42,54.1,19.3
13/10/2020,08:09:42,53.8,19.2
13/10/2020,20:09:42,53.5,19
14/10/2020,08:09:42,53.5,18.8
14/10/2020,20:09:42,52.5,18.7
15/10/2020,08:09:42,52.8,18.6
15/10/2020,20:09:42,54.3,18.6
16/10/2020,08:09:42,54.1,18.5
16/10/2020,20:09:42,54.4,18.5
17/10/2020,08:09:42,54.1,18.4
17/10/2020,20:09:42,54.1,18.3
18/10/2020,08:09:42,53.8,18.3
18/10/2020,20:09:42,55.1,18.3
19/10/2020,08:09:42,52.9,18.2
19/10/2020,20:09:42,53.9,18.4
20/10/2020,08:09:42,51.8,18.4
20/10/2020,20:09:42,52.6,18.4
21/10/2020,08:09:42,52.8,18.4
21/10/2020,20:09:42,50.6,18.4
22/10/2020,08:09:42,51.1,18.4
22/10/2020,20:09:42,53,18.5
23/10/2020,08:09:42,50.2,18.4
23/10/2020,20:09:42,51.8,18.3
24/10/2020,08:09:42,52.7,18.2
24/10/2020,20:09:42,50.7,18.1
25/10/2020,08:09:42,50.9,18.1
25/10/2020,20:09:42,52.7,18.1
26/10/2020,08:09:42,52.6,18
26/10/2020,20:09:42,54,18
27/10/2020,08:09:42,54.2,17.9
27/10/2020,20:09:42,53.7,17.9
28/10/2020,08:09:42,50.7,17.8
28/10/2020,20:09:42,51.8,17.7
29/10/2020,08:09:42,49.4,17.7
29/10/2020,20:09:42,50.8,17.7
30/10/2020,08:09:42,50.7,17.6
30/10/2020,20:09:42,52.5,17.6
31/10/2020,08:09:42,51.8,17.6
31/10/2020,20:09:42,53.4,17.6
01/11/2020,08:09:42,53.6,17.6
01/11/2020,20:09:42,53.3,17.5
02/11/2020,08:09:42,51.9,17.5
02/11/2020,20:09:42,52.2,17.7
03/11/2020,08:09:42,52.9,17.6
03/11/2020,20:09:42,52.9,17.5
04/11/2020,08:09:42,51.7,17.5
04/11/2020,20:09:42,50,19.9
05/11/2020,08:09:42,49,18.5
05/11/2020,20:09:42,49.3,18.6
06/11/2020,08:09:42,49.5,18.1
06/11/2020,20:09:42,49.7,20.7
07/11/2020,08:09:42,49.1,20.8
07/11/2020,20:09:42,49.2,21
08/11/2020,08:09:42,49.8,21
08/11/2020,20:09:42,50.2,21.1
09/11/2020,08:09:42,50.6,21.1
09/11/2020,20:09:42,50.7,21.4
10/11/2020,08:09:42,50.8,21.3
10/11/2020,20:09:42,50.8,21.3
11/11/2020,08:09:42,50.9,21.2
11/11/2020,20:09:42,50.9,21.3
12/11/2020,08:09:42,51,21.2
12/11/2020,20:09:42,50.7,21.2
13/11/2020,08:09:42,50.8,21.2
13/11/2020,20:09:42,50.6,21.2
14/11/2020,08:09:42,50.4,21.2
14/11/2020,20:09:42,50.6,21.2
15/11/2020,08:09:42,50.8,21.2
15/11/2020,20:09:42,50.4,21.1
16/11/2020,08:09:42,49.9,21.1
16/11/2020,20:09:42,49.5,21.2
17/11/2020,08:09:42,49.9,21.2
17/11/2020,20:09:42,50.1,21.2
18/11/2020,08:09:42,50.4,21.2
18/11/2020,20:09:42,50.6,21.3
19/11/2020,08:09:42,49.7,21.2
19/11/2020,20:09:42,48.9,21.2
20/11/2020,08:09:42,47.7,21.1
20/11/2020,20:09:42,47.2,21.1
21/11/2020,08:09:42,47.8,21.2
21/11/2020,20:09:42,48.3,21.2
22/11/2020,08:09:42,49,21.2
22/11/2020,20:09:42,49,21.2
23/11/2020,08:09:42,48.4,21.1
23/11/2020,20:09:42,47.9,21.1
24/11/2020,08:09:42,48.2,21.1
24/11/2020,20:09:42,48.5,21.1
25/11/2020,08:09:42,49,21.1
25/11/2020,20:09:42,49.4,21.1
26/11/2020,08:09:42,48.9,21
26/11/2020,20:09:42,47.5,23.9
27/11/2020,08:09:42,43.8,21.8
27/11/2020,20:09:42,42.6,21.8
28/11/2020,08:09:42,42.2,24.6
28/11/2020,20:09:42,44.3,23.7
29/11/2020,08:09:42,43.9,23.5
29/11/2020,20:09:42,45,23.2
30/11/2020,08:09:42,42.3,19.9
30/11/2020,20:09:42,43.8,15.8
01/12/2020,08:09:42,44.5,16
01/12/2020,20:09:42,45,9.9
02/12/2020,08:09:42,46.1,8.7
02/12/2020,20:09:42,46.7,15.7
03/12/2020,08:09:42,45.9,13
03/12/2020,20:09:42,47.8,19.1
04/12/2020,08:09:42,47.8,18.1
04/12/2020,20:09:42,46.8,18.1
05/12/2020,08:09:42,47,17.6
05/12/2020,20:09:42,46.8,18.1
06/12/2020,08:09:42,45.8,18.1
06/12/2020,20:09:42,45.8,21.2
07/12/2020,08:09:42,45.7,20.7
07/12/2020,20:09:42,43,14.4
08/12/2020,08:09:42,45.1,15.6
08/12/2020,20:09:42,47.1,13.9
09/12/2020,08:09:42,49.5,16.2
09/12/2020,20:09:42,50,15.7
10/12/2020,08:09:42,50.6,15.5
10/12/2020,20:09:42,52.3,15.4
11/12/2020,08:09:42,54,16.9
11/12/2020,20:09:42,56.1,19.5
12/12/2020,08:09:42,54.2,15.6
12/12/2020,20:09:42,57.4,12
13/12/2020,08:09:42,57.1,16.4
13/12/2020,20:09:42,55.7,14.9
14/12/2020,08:09:42,57.4,17.6
14/12/2020,20:09:42,55.9,19.6
15/12/2020,08:09:42,53.9,19.3
15/12/2020,20:09:42,56.3,22.2
16/12/2020,08:09:42,57,20.7
