[#I]Device Description,,,
18/04/2020,20:02:58,61.3,17.2
19/04/2020,08:02:58,62.1,17.2
19/04/2020,20:02:58,62.9,17.2
20/04/2020,08:02:58,63.4,17.2
20/04/2020,20:02:58,63.9,17.3
21/04/2020,08:02:58,64.4,17.3
21/04/2020,20:02:58,64.8,17.3
22/04/2020,08:02:58,65.1,17.4
22/04/2020,20:02:58,65.5,17.4
23/04/2020,08:02:58,65.8,17.4
23/04/2020,20:02:58,66.1,17.5
24/04/2020,08:02:58,66.4,17.5
24/04/2020,20:02:58,56.2,17.5
25/04/2020,08:02:58,54.9,17.6
25/04/2020,20:02:58,54,17.6
26/04/2020,08:02:58,52.3,17.5
26/04/2020,20:02:58,51.6,17.5
27/04/2020,08:02:58,51.5,17.6
27/04/2020,20:02:58,51.4,17.6
28/04/2020,08:02:58,52.9,17.6
28/04/2020,20:02:58,53.2,17.6
29/04/2020,08:02:58,53.7,17.6
29/04/2020,20:02:58,53.9,17.5
30/04/2020,08:02:58,52.7,17.5
30/04/2020,20:02:58,53.4,17.5
01/05/2020,08:02:58,54.1,17.4
01/05/2020,20:02:58,53.5,17.4
02/05/2020,08:02:58,54,17.4
02/05/2020,20:02:58,53.8,17.4
03/05/2020,08:02:58,52.5,17.3
03/05/2020,20:02:58,52.7,17.4
04/05/2020,08:02:58,53.4,17.4
04/05/2020,20:02:58,52.9,17.4
05/05/2020,08:02:58,53.6,17.4
05/05/2020,20:02:58,53.1,17.4
06/05/2020,08:02:58,53.6,17.4
06/05/2020,20:02:58,54.4,17.4
07/05/2020,08:02:58,54.6,17.4
07/05/2020,20:02:58,54.4,17.4
08/05/2020,08:02:58,52.6,17.4
08/05/2020,20:02:58,52.2,17.5
09/05/2020,08:02:58,52.9,17.5
09/05/2020,20:02:58,53.6,17.6
10/05/2020,08:02:58,52.9,17.7
10/05/2020,20:02:58,53.1,17.7
11/05/2020,08:02:58,52.3,17.7
11/05/2020,20:02:58,53.8,17.7
12/05/2020,08:02:58,54.1,17.6
12/05/2020,20:02:58,55.5,17.6
13/05/2020,08:02:58,55.2,17.6
13/05/2020,20:02:58,54,17.5
14/05/2020,08:02:58,54,17.5
14/05/2020,20:02:58,54,17.5
15/05/2020,08:02:58,54.2,17.5
15/05/2020,20:02:58,54.7,17.4
16/05/2020,08:02:58,54.4,17.4
16/05/2020,20:02:58,54.1,17.5
17/05/2020,08:02:58,54.3,17.5
17/05/2020,20:02:58,54.3,17.5
18/05/2020,08:02:58,54,17.5
18/05/2020,20:02:58,53.8,17.5
19/05/2020,08:02:58,54,17.6
19/05/2020,20:02:58,53.9,17.7
20/05/2020,08:02:58,53.8,17.8
20/05/2020,20:02:58,53.2,17.9
21/05/2020,08:02:58,53.7,18
21/05/2020,20:02:58,52.3,18.1
22/05/2020,08:02:58,53.2,18.2
22/05/2020,20:02:58,53.2,18.4
23/05/2020,08:02:58,53.4,18.6
23/05/2020,20:02:58,52.6,18.6
24/05/2020,08:02:58,53.3,18.7
24/05/2020,20:02:58,53.9,18.8
25/05/2020,08:02:58,54.1,18.9
25/05/2020,20:02:58,53.2,19
26/05/2020,08:02:58,53.5,19.1
26/05/2020,20:02:58,52.8,19.1
27/05/2020,08:02:58,49.9,19.5
27/05/2020,20:02:58,47,19.7
28/05/2020,08:02:58,45.8,19.8
28/05/2020,20:02:58,44.4,19.8
29/05/2020,08:02:58,44.3,19.9
29/05/2020,20:02:58,44.2,20
30/05/2020,08:02:58,44.5,20
30/05/2020,20:02:58,46.1,20.2
31/05/2020,08:02:58,46.9,20.2
31/05/2020,20:02:58,49.4,20.3
01/06/2020,08:02:58,46.1,20.6
01/06/2020,20:02:58,45.3,20.6
02/06/2020,08:02:58,44.4,20.9
02/06/2020,20:02:58,44,21
03/06/2020,08:02:58,43.6,21.2
03/06/2020,20:02:58,43.5,21.4
04/06/2020,08:02:58,44.1,21.3
04/06/2020,20:02:58,44,21.2
05/06/2020,08:02:58,43.7,21.4
05/06/2020,20:02:58,45.7,21.3
06/06/2020,08:02:58,47.9,21.2
06/06/2020,20:02:58,50.6,21.1
07/06/2020,08:02:58,51.3,21
07/06/2020,20:02:58,51.2,21
08/06/2020,08:02:58,50.6,21
08/06/2020,20:02:58,50,20.8
09/06/2020,08:02:58,50.5,20.8
09/06/2020,20:02:58,51.3,20.8
10/06/2020,08:02:58,51.8,20.8
10/06/2020,20:02:58,50.1,20.8
11/06/2020,08:02:58,48.6,20.7
11/06/2020,20:02:58,48.7,20.8
12/06/2020,08:02:58,48.7,20.9
12/06/2020,20:02:58,47.7,20.8
13/06/2020,08:02:58,47.4,20.8
13/06/2020,20:02:58,46.6,20.8
14/06/2020,08:02:58,48.1,21
14/06/2020,20:02:58,48.5,21
15/06/2020,08:02:58,49.2,21.1
15/06/2020,20:02:58,47.8,21.1
16/06/2020,08:02:58,46.9,21.3
16/06/2020,20:02:58,45.5,21.6
17/06/2020,08:02:58,44.9,22
17/06/2020,20:02:58,44.3,22.2
18/06/2020,08:02:58,43.7,22.3
18/06/2020,20:02:58,43.9,22
19/06/2020,08:02:58,44,22.1
19/06/2020,20:02:58,43.6,21.9
20/06/2020,08:02:58,44.8,21.7
20/06/2020,20:02:58,44.9,21.6
21/06/2020,08:02:58,45.7,21.5
21/06/2020,20:02:58,45.5,21.5
22/06/2020,08:02:58,46.1,21.5
22/06/2020,20:02:58,47.4,21.5
23/06/2020,08:02:58,48.4,21.7
23/06/2020,20:02:58,49.3,21.7
24/06/2020,08:02:58,51.4,21.9
24/06/2020,20:02:58,52.4,21.9
25/06/2020,08:02:58,54.1,22
25/06/2020,20:02:58,52.6,22
26/06/2020,08:02:58,50.2,22.1
26/06/2020,20:02:58,47.9,22.3
27/06/2020,08:02:58,48.8,22.5
27/06/2020,20:02:58,47.4,22.5
28/06/2020,08:02:58,46.4,22.5
28/06/2020,20:02:58,45.6,22.4
29/06/2020,08:02:58,45,22.3
29/06/2020,20:02:58,43.8,22.1
30/06/2020,08:02:58,43.9,22.1
30/06/2020,20:02:58,46.4,22.1
01/07/2020,08:02:58,48.4,22.1
01/07/2020,20:02:58,51.4,22.1
02/07/2020,08:02:58,51.4,22.1
02/07/2020,20:02:58,53,22.1
03/07/2020,08:02:58,55.2,22.2
03/07/2020,20:02:58,54.7,22.1
04/07/2020,08:02:58,54.9,22.1
04/07/2020,20:02:58,56.4,22
05/07/2020,08:02:58,56.2,21.9
05/07/2020,20:02:58,57.2,21.9
06/07/2020,08:02:58,56.4,21.8
06/07/2020,20:02:58,55.7,21.8
07/07/2020,08:02:58,55.4,21.8
07/07/2020,20:02:58,54.7,21.8
08/07/2020,08:02:58,54.6,21.8
08/07/2020,20:02:58,54.2,21.8
09/07/2020,08:02:58,54.4,21.8
09/07/2020,20:02:58,54.4,21.8
10/07/2020,08:02:58,54.7,21.8
10/07/2020,20:02:58,54.2,21.8
11/07/2020,08:02:58,54.5,21.8
11/07/2020,20:02:58,54.3,21.8
12/07/2020,08:02:58,54.6,21.7
12/07/2020,20:02:58,54,21.7
13/07/2020,08:02:58,54.5,21.8
13/07/2020,20:02:58,53.3,21.7
14/07/2020,08:02:58,54.3,21.8
14/07/2020,20:02:58,53.9,21.8
15/07/2020,08:02:58,54.4,21.9
15/07/2020,20:02:58,53.9,21.9
16/07/2020,08:02:58,54.4,21.9
16/07/2020,20:02:58,54.2,21.9
17/07/2020,08:02:58,54.5,21.9
17/07/2020,20:02:58,53.8,21.9
18/07/2020,08:02:58,54.4,22
18/07/2020,20:02:58,53.2,22
19/07/2020,08:02:58,53.9,22.1
19/07/2020,20:02:58,54.1,22.2
20/07/2020,08:02:58,54.5,22.2
20/07/2020,20:02:58,54,22.2
21/07/2020,08:02:58,54.4,22.2
21/07/2020,20:02:58,53.4,22.1
22/07/2020,08:02:58,54,22.2
22/07/2020,20:02:58,53.2,22.1
23/07/2020,08:02:58,54.1,22.2
23/07/2020,20:02:58,53.8,22.3
24/07/2020,08:02:58,54.4,22.3
24/07/2020,20:02:58,53.7,22.3
25/07/2020,08:02:58,54.6,22.4
25/07/2020,20:02:58,55.2,22.4
26/07/2020,08:02:58,54,22.4
26/07/2020,20:02:58,52.5,22.3
27/07/2020,08:02:58,52.3,22.3
27/07/2020,20:02:58,54.5,22.3
28/07/2020,08:02:58,55,22.3
28/07/2020,20:02:58,54.7,22.3
29/07/2020,08:02:58,53.4,22.2
29/07/2020,20:02:58,54.8,22.2
30/07/2020,08:02:58,55.1,22.1
30/07/2020,20:02:58,54.7,22.1
31/07/2020,08:02:58,55,22.1
31/07/2020,20:02:58,54,22.1
01/08/2020,08:02:58,54.9,22.2
01/08/2020,20:02:58,54.8,22.3
02/08/2020,08:02:58,55,22.3
02/08/2020,20:02:58,54.3,22.3
03/08/2020,08:02:58,54.5,22.3
03/08/2020,20:02:58,52.9,22.2
04/08/2020,08:02:58,53.8,22.2
04/08/2020,20:02:58,53.7,22.1
05/08/2020,08:02:58,54.4,22.1
05/08/2020,20:02:58,54.2,22.1
06/08/2020,08:02:58,54.8,22.1
06/08/2020,20:02:58,54.8,22.1
07/08/2020,08:02:58,55.3,22.1
07/08/2020,20:02:58,54.7,22.2
08/08/2020,08:02:58,55.2,22.2
08/08/2020,20:02:58,53.8,22.3
09/08/2020,08:02:58,54.5,22.4
09/08/2020,20:02:58,54.6,22.4
10/08/2020,08:02:58,54.6,22.5
10/08/2020,20:02:58,53.9,22.5
11/08/2020,08:02:58,55.1,22.7
11/08/2020,20:02:58,52.8,22.7
12/08/2020,08:02:58,54.5,22.9
12/08/2020,20:02:58,55.9,23
13/08/2020,08:02:58,56.4,23.1
13/08/2020,20:02:58,56.6,23.2
14/08/2020,08:02:58,56.5,23.2
14/08/2020,20:02:58,55.9,23.2
15/08/2020,08:02:58,56.3,23.2
15/08/2020,20:02:58,58.5,23.2
16/08/2020,08:02:58,60.7,23.2
16/08/2020,20:02:58,62.6,23.2
17/08/2020,08:02:58,64,23.2
17/08/2020,20:02:58,65.2,23.2
18/08/2020,08:02:58,66,23.2
18/08/2020,20:02:58,66.7,23.1
19/08/2020,08:02:58,67.2,23.1
19/08/2020,20:02:58,67.7,23.1
20/08/2020,08:02:58,68.2,23.1
20/08/2020,20:02:58,68.6,23.1
21/08/2020,08:02:58,68.8,23.1
21/08/2020,20:02:58,69,23.1
22/08/2020,08:02:58,69,23.1
22/08/2020,20:02:58,68.9,23.1
23/08/2020,08:02:58,68.9,23.1
23/08/2020,20:02:58,68.9,23.1
24/08/2020,08:02:58,68.9,23
24/08/2020,20:02:58,69,23
25/08/2020,08:02:58,69,23
25/08/2020,20:02:58,69.1,23
26/08/2020,08:02:58,69.3,22.9
26/08/2020,20:02:58,69.4,22.9
27/08/2020,08:02:58,69.4,22.8
27/08/2020,20:02:58,69.3,22.8
28/08/2020,08:02:58,69.3,22.7
28/08/2020,20:02:58,57.8,22.6
29/08/2020,08:02:58,55.8,22.4
29/08/2020,20:02:58,53.5,22.2
30/08/2020,08:02:58,54.9,22.2
30/08/2020,20:02:58,53.1,21.9
31/08/2020,08:02:58,54.4,21.9
31/08/2020,20:02:58,52.6,21.8
01/09/2020,08:02:58,54,21.8
01/09/2020,20:02:58,55.2,21.7
02/09/2020,08:02:58,55.4,21.6
02/09/2020,20:02:58,55.5,21.5
03/09/2020,08:02:58,55.9,21.4
03/09/2020,20:02:58,53.5,21.3
04/09/2020,08:02:58,54.3,21.3
04/09/2020,20:02:58,55.1,21.3
05/09/2020,08:02:58,55.6,21.3
05/09/2020,20:02:58,56.1,21.2
06/09/2020,08:02:58,55.9,21.1
06/09/2020,20:02:58,56.2,21
07/09/2020,08:02:58,56.1,21
07/09/2020,20:02:58,56.3,20.9
08/09/2020,08:02:58,56.1,20.9
08/09/2020,20:02:58,55.9,20.9
09/09/2020,08:02:58,55.4,21
09/09/2020,20:02:58,54.5,21
10/09/2020,08:02:58,54.8,21
10/09/2020,20:02:58,54.8,20.9
11/09/2020,08:02:58,55,20.9
11/09/2020,20:02:58,55,20.8
12/09/2020,08:02:58,55,20.8
12/09/2020,20:02:58,54.9,20.8
13/09/2020,08:02:58,55.1,20.7
13/09/2020,20:02:58,54.9,20.7
14/09/2020,08:02:58,55,20.7
14/09/2020,20:02:58,54.6,20.7
15/09/2020,08:02:58,54.8,20.8
15/09/2020,20:02:58,54.5,20.8
16/09/2020,08:02:58,54.6,20.9
16/09/2020,20:02:58,54.1,20.9
17/09/2020,08:02:58,54.5,21
17/09/2020,20:02:58,54.1,21
18/09/2020,08:02:58,54.4,21
18/09/2020,20:02:58,53.8,20.9
19/09/2020,08:02:58,54.3,20.9
19/09/2020,20:02:58,54.2,20.9
20/09/2020,08:02:58,54.6,20.9
20/09/2020,20:02:58,54.1,20.9
21/09/2020,08:02:58,54.5,20.9
21/09/2020,20:02:58,54.1,21
22/09/2020,08:02:58,54.3,21.1
22/09/2020,20:02:58,53.8,21
23/09/2020,08:02:58,54.2,21
23/09/2020,20:02:58,54.3,21
24/09/2020,08:02:58,54.6,20.9
24/09/2020,20:02:58,54.6,20.8
25/09/2020,08:02:58,54.7,20.7
25/09/2020,20:02:58,54.3,20.6
26/09/2020,08:02:58,54.2,20.5
26/09/2020,20:02:58,52.8,20.6
27/09/2020,08:02:58,53.7,20.4
27/09/2020,20:02:58,53.6,20.2
28/09/2020,08:02:58,54,20.1
28/09/2020,20:02:58,53.7,20.1
29/09/2020,08:02:58,54.1,20.1
29/09/2020,20:02:58,54.3,20.1
30/09/2020,08:02:58,54.2,20.1
30/09/2020,20:02:58,54.5,20.1
01/10/2020,08:02:58,54.6,20
01/10/2020,20:02:58,54.7,20
02/10/2020,08:02:58,54.7,19.9
02/10/2020,20:02:58,54.8,19.8
03/10/2020,08:02:58,54.8,19.8
03/10/2020,20:02:58,55.4,19.7
04/10/2020,08:02:58,55.2,19.6
04/10/2020,20:02:58,55.8,19.5
05/10/2020,08:02:58,55.3,19.4
05/10/2020,20:02:58,55.2,19.3
06/10/2020,08:02:58,55,19.2
06/10/2020,20:02:58,54.7,19.2
07/10/2020,08:02:58,54.7,19.2
07/10/2020,20:02:58,55.5,19.2
08/10/2020,08:02:58,55.4,19.1
08/10/2020,20:02:58,55.4,19.1
09/10/2020,08:02:58,55.2,19.2
09/10/2020,20:02:58,55.6,19.1
10/10/2020,08:02:58,55.5,19
10/10/2020,20:02:58,55.7,18.9
11/10/2020,08:02:58,55.5,18.8
11/10/2020,20:02:58,55.8,18.7
12/10/2020,08:02:58,55.5,18.6
12/10/2020,20:02:58,55.6,18.5
13/10/2020,08:02:58,55.4,18.5
13/10/2020,20:02:58,55.6,18.4
14/10/2020,08:02:58,55.3,18.4
14/10/2020,20:02:58,55.4,18.4
15/10/2020,08:02:58,55,18.4
15/10/2020,20:02:58,55,18.3
16/10/2020,08:02:58,54.8,18.2
16/10/2020,20:02:58,54.8,18.2
17/10/2020,08:02:58,54.6,18.1
17/10/2020,20:02:58,54.7,18.1
18/10/2020,08:02:58,54.8,18
18/10/2020,20:02:58,54.9,18
19/10/2020,08:02:58,54.9,18
19/10/2020,20:02:58,55.1,18
20/10/2020,08:02:58,55.1,18
20/10/2020,20:02:58,55.2,18
21/10/2020,08:02:58,54.9,18
21/10/2020,20:02:58,54.9,18.1
22/10/2020,08:02:58,54.8,18.1
22/10/2020,20:02:58,55.2,18.1
23/10/2020,08:02:58,55,18.1
23/10/2020,20:02:58,55.3,18.1
24/10/2020,08:02:58,55.1,18.1
24/10/2020,20:02:58,55.2,18
25/10/2020,08:02:58,54.9,18
25/10/2020,20:02:58,55,18
26/10/2020,08:02:58,54.9,17.9
26/10/2020,20:02:58,55.1,17.9
27/10/2020,08:02:58,53.6,17.8
27/10/2020,20:02:58,54.2,17.8
28/10/2020,08:02:58,54.4,17.7
28/10/2020,20:02:58,53.5,17.7
29/10/2020,08:02:58,53,17.6
29/10/2020,20:02:58,53,17.5
30/10/2020,08:02:58,53.5,17.5
30/10/2020,20:02:58,53.9,17.5
31/10/2020,08:02:58,53.1,17.5
31/10/2020,20:02:58,53.4,17.5
01/11/2020,08:02:58,53.1,17.5
01/11/2020,20:02:58,52.8,17.5
02/11/2020,08:02:58,52.9,17.5
02/11/2020,20:02:58,53.6,17.5
03/11/2020,08:02:58,53.7,17.5
03/11/2020,20:02:58,53.7,17.6
04/11/2020,08:02:58,52.6,17.5
04/11/2020,20:02:58,50.1,19.7
05/11/2020,08:02:58,48.5,18.4
05/11/2020,20:02:58,48.4,18.5
06/11/2020,08:02:58,48.5,18
06/11/2020,20:02:58,48.6,20.6
07/11/2020,08:02:58,48,20.7
07/11/2020,20:02:58,48,20.9
08/11/2020,08:02:58,48.6,20.9
08/11/2020,20:02:58,49,21
09/11/2020,08:02:58,49.4,21
09/11/2020,20:02:58,49.4,21.3
10/11/2020,08:02:58,49.6,21.2
10/11/2020,20:02:58,49.6,21.2
11/11/2020,08:02:58,49.7,21.1
11/11/2020,20:02:58,49.7,21.2
12/11/2020,08:02:58,49.8,21.1
12/11/2020,20:02:58,49.6,21.1
13/11/2020,08:02:58,49.6,21.1
13/11/2020,20:02:58,49.5,21
14/11/2020,08:02:58,49.3,21.1
14/11/2020,20:02:58,49.4,21.1
15/11/2020,08:02:58,49.7,21.1
15/11/2020,20:02:58,49.3,21
16/11/2020,08:02:58,48.8,21
16/11/2020,20:02:58,48.4,21
17/11/2020,08:02:58,48.8,21
17/11/2020,20:02:58,49,21.1
18/11/2020,08:02:58,49.3,21.1
18/11/2020,20:02:58,49.5,21.2
19/11/2020,08:02:58,48.6,21.1
19/11/2020,20:02:58,47.8,21.1
20/11/2020,08:02:58,46.5,20.9
20/11/2020,20:02:58,46,21
21/11/2020,08:02:58,46.5,21
21/11/2020,20:02:58,47,21
22/11/2020,08:02:58,47.8,21.1
22/11/2020,20:02:58,47.9,21
23/11/2020,08:02:58,47.2,21
23/11/2020,20:02:58,46.7,21
24/11/2020,08:02:58,47.1,21
24/11/2020,20:02:58,47.3,21
25/11/2020,08:02:58,47.8,21
25/11/2020,20:02:58,48.2,21
26/11/2020,08:02:58,47.8,20.9
26/11/2020,20:02:58,46.3,23.7
27/11/2020,08:02:58,42.3,21.9
27/11/2020,20:02:58,41,21.8
28/11/2020,08:02:58,40.6,24.7
28/11/2020,20:02:58,42.7,23.6
29/11/2020,08:02:58,42.2,23.6
29/11/2020,20:02:58,43.4,23.1
30/11/2020,08:02:58,40.6,20.1
30/11/2020,20:02:58,42,15.7
01/12/2020,08:02:58,42.7,16
01/12/2020,20:02:58,43.4,10
02/12/2020,08:02:58,44.5,9.1
02/12/2020,20:02:58,45.2,15.6
03/12/2020,08:02:58,44.7,13
03/12/2020,20:02:58,46.8,18.9
04/12/2020,08:02:58,46.9,17.9
04/12/2020,20:02:58,45.6,18.1
05/12/2020,08:02:58,45.9,17.1
05/12/2020,20:02:58,45.6,18.2
06/12/2020,08:02:58,44.7,18
06/12/2020,20:02:58,44.8,20.9
07/12/2020,08:02:58,44.5,20.6
07/12/2020,20:02:58,41.7,14.7
08/12/2020,08:02:58,43.3,15
08/12/2020,20:02:58,45.5,13.8
09/12/2020,08:02:58,48,16.1
09/12/2020,20:02:58,48.6,15.6
10/12/2020,08:02:58,49.2,15.4
10/12/2020,20:02:58,51.1,15.3
11/12/2020,08:02:58,52.9,16.7
11/12/2020,20:02:58,55.3,19.4
12/12/2020,08:02:58,53.1,15.7
12/12/2020,20:02:58,56.7,11.8
13/12/2020,08:02:58,56.4,16.3
13/12/2020,20:02:58,54.7,15
14/12/2020,08:02:58,56.5,17.5
14/12/2020,20:02:58,55.2,19.5
15/12/2020,08:02:58,53.1,19.1
15/12/2020,20:02:58,55.6,22.3
16/12/2020,08:02:58,56.4,20.1
