[#I]Device Description,,,
06/04/2020,08:11:13,50.6,16
06/04/2020,20:11:13,52.2,16.3
07/04/2020,08:11:13,51.9,16.4
07/04/2020,20:11:13,53.3,16.5
08/04/2020,08:11:13,53,16.6
08/04/2020,20:11:13,54.1,16.7
09/04/2020,08:11:13,53.1,16.7
09/04/2020,20:11:13,54.6,16.8
10/04/2020,08:11:13,53.8,16.9
10/04/2020,20:11:13,55,16.9
11/04/2020,08:11:13,54.5,17
11/04/2020,20:11:13,52.2,16.9
12/04/2020,08:11:13,52.2,17
12/04/2020,20:11:13,53.8,17.2
13/04/2020,08:11:13,53.2,17.2
13/04/2020,20:11:13,53.5,17.2
14/04/2020,08:11:13,49.6,17.1
14/04/2020,20:11:13,50.6,17.1
15/04/2020,08:11:13,49.1,16.7
15/04/2020,20:11:13,50.6,17
16/04/2020,08:11:13,50.9,17
16/04/2020,20:11:13,53.2,17.1
17/04/2020,08:11:13,54.8,17.1
17/04/2020,20:11:13,56.3,17.1
18/04/2020,08:11:13,56.9,17.1
18/04/2020,20:11:13,57.9,17.1
19/04/2020,08:11:13,58.5,17.1
19/04/2020,20:11:13,59,17.2
20/04/2020,08:11:13,58.7,17.2
20/04/2020,20:11:13,58.6,17.2
21/04/2020,08:11:13,58.2,17.3
21/04/2020,20:11:13,58.3,17.3
22/04/2020,08:11:13,58.4,17.4
22/04/2020,20:11:13,58.6,17.4
23/04/2020,08:11:13,58.5,17.5
23/04/2020,20:11:13,59.1,17.5
24/04/2020,08:11:13,59,17.6
24/04/2020,20:11:13,58.2,17.7
25/04/2020,08:11:13,54.9,17.7
25/04/2020,20:11:13,54.3,17.7
26/04/2020,08:11:13,53.1,17.7
26/04/2020,20:11:13,53.9,17.7
27/04/2020,08:11:13,52.6,17.8
27/04/2020,20:11:13,53.4,17.8
28/04/2020,08:11:13,53,17.8
28/04/2020,20:11:13,54,17.9
29/04/2020,08:11:13,53.5,18
29/04/2020,20:11:13,51.1,17.7
30/04/2020,08:11:13,51,17.9
30/04/2020,20:11:13,52.6,18
01/05/2020,08:11:13,52.5,18
01/05/2020,20:11:13,53.5,18.1
02/05/2020,08:11:13,52.6,18.2
02/05/2020,20:11:13,53.4,18.2
03/05/2020,08:11:13,52.8,18.3
03/05/2020,20:11:13,53.4,18.4
04/05/2020,08:11:13,52.9,18.4
04/05/2020,20:11:13,53.4,18.5
05/05/2020,08:11:13,52.2,18.6
05/05/2020,20:11:13,48.6,18.3
06/05/2020,08:11:13,47.5,18.2
06/05/2020,20:11:13,46.3,18
07/05/2020,08:11:13,47.5,18
07/05/2020,20:11:13,48.7,17.7
08/05/2020,08:11:13,48.2,17.7
08/05/2020,20:11:13,49.4,17.5
09/05/2020,08:11:13,50.2,17.5
09/05/2020,20:11:13,51.6,17.9
10/05/2020,08:11:13,51.4,18.1
10/05/2020,20:11:13,50.2,17.9
11/05/2020,08:11:13,46.9,17.5
11/05/2020,20:11:13,44.7,17.3
12/05/2020,08:11:13,44.6,17.3
12/05/2020,20:11:13,44,17.2
13/05/2020,08:11:13,44.7,17.4
13/05/2020,20:11:13,43.6,17.2
14/05/2020,08:11:13,43.6,16.9
14/05/2020,20:11:13,43.8,16.8
15/05/2020,08:11:13,43.8,16.7
15/05/2020,20:11:13,45,16.6
16/05/2020,08:11:13,46,16.9
16/05/2020,20:11:13,46.2,16.7
17/05/2020,08:11:13,47.8,16.9
17/05/2020,20:11:13,48.9,16.7
18/05/2020,08:11:13,49.7,17.1
18/05/2020,20:11:13,50.5,17.3
19/05/2020,08:11:13,51.8,17.5
19/05/2020,20:11:13,53,17.5
20/05/2020,08:11:13,52.3,17.7
20/05/2020,20:11:13,51.3,17.6
21/05/2020,08:11:13,51.6,17.9
21/05/2020,20:11:13,53.4,18.1
22/05/2020,08:11:13,53.9,18.3
22/05/2020,20:11:13,53.8,18.4
23/05/2020,08:11:13,53,18.5
23/05/2020,20:11:13,51.9,18.6
24/05/2020,08:11:13,51.6,18.5
24/05/2020,20:11:13,53,18.6
25/05/2020,08:11:13,51.8,18.4
25/05/2020,20:11:13,52.9,18.6
26/05/2020,08:11:13,52.8,18.8
26/05/2020,20:11:13,52.4,18.8
27/05/2020,08:11:13,51.2,18.8
27/05/2020,20:11:13,52.4,19.2
28/05/2020,08:11:13,52.5,19.4
28/05/2020,20:11:13,52.5,19.6
29/05/2020,08:11:13,52,19.7
29/05/2020,20:11:13,52.2,19.8
30/05/2020,08:11:13,51.3,19.8
30/05/2020,20:11:13,37.3,19.4
31/05/2020,08:11:13,47.6,19.6
31/05/2020,20:11:13,47.3,19.8
01/06/2020,08:11:13,48.7,19.6
01/06/2020,20:11:13,48.5,19.7
02/06/2020,08:11:13,49,19.9
02/06/2020,20:11:13,48,19.8
03/06/2020,08:11:13,49.1,19.8
03/06/2020,20:11:13,38.6,20
04/06/2020,08:11:13,43.4,19.9
04/06/2020,20:11:13,44.2,19.8
05/06/2020,08:11:13,45.3,19.8
05/06/2020,20:11:13,43.8,19.7
06/06/2020,08:11:13,43.2,19.7
06/06/2020,20:11:13,45.5,19.6
07/06/2020,08:11:13,46.6,19.8
07/06/2020,20:11:13,47.3,19.9
08/06/2020,08:11:13,46.8,19.9
08/06/2020,20:11:13,46.5,19.7
09/06/2020,08:11:13,46.2,19.6
09/06/2020,20:11:13,46.7,20
10/06/2020,08:11:13,48.8,20.2
10/06/2020,20:11:13,50.2,20.3
11/06/2020,08:11:13,51.2,20.4
11/06/2020,20:11:13,52.6,20.3
12/06/2020,08:11:13,53.4,20.3
12/06/2020,20:11:13,53.9,20.3
13/06/2020,08:11:13,53.7,20.3
13/06/2020,20:11:13,53.9,20.3
14/06/2020,08:11:13,53.8,20.3
14/06/2020,20:11:13,51.7,19.9
15/06/2020,08:11:13,52,20.2
15/06/2020,20:11:13,53,20.5
16/06/2020,08:11:13,53.3,20.7
16/06/2020,20:11:13,54,20.8
17/06/2020,08:11:13,53.8,21
17/06/2020,20:11:13,55.3,21.2
18/06/2020,08:11:13,51.6,21.4
18/06/2020,20:11:13,49.4,21.1
19/06/2020,08:11:13,49.7,21
19/06/2020,20:11:13,34.3,20.9
20/06/2020,08:11:13,44.9,20.8
20/06/2020,20:11:13,34.4,20.7
21/06/2020,08:11:13,45.4,20.7
21/06/2020,20:11:13,40.4,20.7
22/06/2020,08:11:13,42.3,20.6
22/06/2020,20:11:13,44.4,21
23/06/2020,08:11:13,43.5,21.4
23/06/2020,20:11:13,44.8,21.5
24/06/2020,08:11:13,45.7,21.7
24/06/2020,20:11:13,48.3,21.7
25/06/2020,08:11:13,51.6,21.6
25/06/2020,20:11:13,33.5,21.7
26/06/2020,08:11:13,35.1,21.7
26/06/2020,20:11:13,46.8,22.2
27/06/2020,08:11:13,50.3,22.5
27/06/2020,20:11:13,45.2,22.3
28/06/2020,08:11:13,40.5,22.1
28/06/2020,20:11:13,38.8,22
29/06/2020,08:11:13,38.1,21.8
29/06/2020,20:11:13,38.3,21.6
30/06/2020,08:11:13,37,21.5
30/06/2020,20:11:13,48.8,21.5
01/07/2020,08:11:13,45.6,21.4
01/07/2020,20:11:13,47.6,21.7
02/07/2020,08:11:13,45.1,21.7
02/07/2020,20:11:13,47.9,22
03/07/2020,08:11:13,50,22.1
03/07/2020,20:11:13,48.9,21.8
04/07/2020,08:11:13,48.1,21.6
04/07/2020,20:11:13,48.9,21.6
05/07/2020,08:11:13,48.4,21.4
05/07/2020,20:11:13,47.9,21.4
06/07/2020,08:11:13,46.7,21.1
06/07/2020,20:11:13,45.3,20.9
07/07/2020,08:11:13,46.8,21.2
07/07/2020,20:11:13,48.7,20.7
08/07/2020,08:11:13,49.6,21.1
08/07/2020,20:11:13,49.9,21
09/07/2020,08:11:13,60.5,20.9
09/07/2020,20:11:13,50,21.1
10/07/2020,08:11:13,50.3,21.2
10/07/2020,20:11:13,48.1,21.2
11/07/2020,08:11:13,48.4,21.3
11/07/2020,20:11:13,48.3,21.3
12/07/2020,08:11:13,49,21.3
12/07/2020,20:11:13,49.3,21.4
13/07/2020,08:11:13,49.3,21.5
13/07/2020,20:11:13,49.6,21.4
14/07/2020,08:11:13,49.5,20.5
14/07/2020,20:11:13,48,20.8
15/07/2020,08:11:13,49.1,21.1
15/07/2020,20:11:13,50.7,21.2
16/07/2020,08:11:13,51.6,21.2
16/07/2020,20:11:13,52.8,21.2
17/07/2020,08:11:13,53,21.2
17/07/2020,20:11:13,52.1,20.8
18/07/2020,08:11:13,52.1,21
18/07/2020,20:11:13,53.3,21.2
19/07/2020,08:11:13,52.1,21.2
19/07/2020,20:11:13,50.4,21.2
20/07/2020,08:11:13,49.9,21.1
20/07/2020,20:11:13,51.1,21.2
21/07/2020,08:11:13,50.7,21.2
21/07/2020,20:11:13,48.2,20.9
22/07/2020,08:11:13,48.7,21.1
22/07/2020,20:11:13,50.4,21.3
23/07/2020,08:11:13,51,21.3
23/07/2020,20:11:13,51.4,21.4
24/07/2020,08:11:13,52,21.4
24/07/2020,20:11:13,53.2,21.5
25/07/2020,08:11:13,52.3,21.1
25/07/2020,20:11:13,52.6,21.2
26/07/2020,08:11:13,53.4,21.4
26/07/2020,20:11:13,55.1,21.5
27/07/2020,08:11:13,54.6,21.5
27/07/2020,20:11:13,55.4,21.5
28/07/2020,08:11:13,51.8,20.6
28/07/2020,20:11:13,52.1,21.2
29/07/2020,08:11:13,51.7,21.3
29/07/2020,20:11:13,51.7,21.3
30/07/2020,08:11:13,49.1,20.8
30/07/2020,20:11:13,50.6,21.2
31/07/2020,08:11:13,50.3,21.2
31/07/2020,20:11:13,50.1,21.3
01/08/2020,08:11:13,50.3,21.1
01/08/2020,20:11:13,50.8,21.2
02/08/2020,08:11:13,50.2,20.8
02/08/2020,20:11:13,51.6,21.3
03/08/2020,08:11:13,50.9,21.4
03/08/2020,20:11:13,47.2,21.4
04/08/2020,08:11:13,48.5,21
04/08/2020,20:11:13,49.1,21.2
05/08/2020,08:11:13,50,21.3
05/08/2020,20:11:13,50.3,21.1
06/08/2020,08:11:13,51.3,21.4
06/08/2020,20:11:13,51.1,21.2
07/08/2020,08:11:13,51.7,21.4
07/08/2020,20:11:13,51.7,21.5
08/08/2020,08:11:13,50.2,21.2
08/08/2020,20:11:13,47.8,21.6
09/08/2020,08:11:13,49,21.3
09/08/2020,20:11:13,50.9,21.7
10/08/2020,08:11:13,50.1,21.6
10/08/2020,20:11:13,48.2,21.8
11/08/2020,08:11:13,49.7,21.6
11/08/2020,20:11:13,51.5,22
12/08/2020,08:11:13,52,22.1
12/08/2020,20:11:13,52.6,22.3
13/08/2020,08:11:13,50,21.5
13/08/2020,20:11:13,52,22.4
14/08/2020,08:11:13,53.7,22.5
14/08/2020,20:11:13,54.8,22.6
15/08/2020,08:11:13,57.4,22.6
15/08/2020,20:11:13,59.7,22.7
16/08/2020,08:11:13,61.7,22.7
16/08/2020,20:11:13,62.9,22.7
17/08/2020,08:11:13,63.3,22.7
17/08/2020,20:11:13,63.3,22.7
18/08/2020,08:11:13,63.1,22.8
18/08/2020,20:11:13,62.8,22.8
19/08/2020,08:11:13,61.7,22.7
19/08/2020,20:11:13,62.1,22.7
20/08/2020,08:11:13,63.2,22.8
20/08/2020,20:11:13,63.1,22.8
21/08/2020,08:11:13,62.7,22.8
21/08/2020,20:11:13,61.9,22.8
22/08/2020,08:11:13,61.4,22.8
22/08/2020,20:11:13,60.4,22.8
23/08/2020,08:11:13,60,22.7
23/08/2020,20:11:13,59.6,22.7
24/08/2020,08:11:13,59.2,22.7
24/08/2020,20:11:13,59.4,22.6
25/08/2020,08:11:13,60,22.6
25/08/2020,20:11:13,60.6,22.6
26/08/2020,08:11:13,60.1,22.6
26/08/2020,20:11:13,59.3,22.5
27/08/2020,08:11:13,58.9,22.5
27/08/2020,20:11:13,59,22.5
28/08/2020,08:11:13,59.3,22.4
28/08/2020,20:11:13,58.8,22.4
29/08/2020,08:11:13,54.4,22.2
29/08/2020,20:11:13,54.2,22.1
30/08/2020,08:11:13,52.2,21.1
30/08/2020,20:11:13,52.8,21.6
31/08/2020,08:11:13,52.1,21.6
31/08/2020,20:11:13,52.6,21.6
01/09/2020,08:11:13,51.4,21.5
01/09/2020,20:11:13,51,21.3
02/09/2020,08:11:13,49.4,20.8
02/09/2020,20:11:13,50.9,21
03/09/2020,08:11:13,50.2,20.5
03/09/2020,20:11:13,51.9,20.9
04/09/2020,08:11:13,50.8,20
04/09/2020,20:11:13,50.7,21.1
05/09/2020,08:11:13,50.4,21.1
05/09/2020,20:11:13,49.8,21.1
06/09/2020,08:11:13,50,21.1
06/09/2020,20:11:13,49.8,20.8
07/09/2020,08:11:13,49.8,20.6
07/09/2020,20:11:13,50.3,20.7
08/09/2020,08:11:13,50.2,20.4
08/09/2020,20:11:13,50.5,20.5
09/09/2020,08:11:13,50.2,20.4
09/09/2020,20:11:13,49.8,20.5
10/09/2020,08:11:13,49,20.7
10/09/2020,20:11:13,48.8,20.5
11/09/2020,08:11:13,49.1,20.1
11/09/2020,20:11:13,50.5,20.5
12/09/2020,08:11:13,51.2,20.5
12/09/2020,20:11:13,51.6,20.6
13/09/2020,08:11:13,52.3,20.5
13/09/2020,20:11:13,53.3,20.5
14/09/2020,08:11:13,50.3,19.5
14/09/2020,20:11:13,51.7,20.5
15/09/2020,08:11:13,51.2,19.5
15/09/2020,20:11:13,51.7,20.6
16/09/2020,08:11:13,51.8,20.2
16/09/2020,20:11:13,50.7,20.5
17/09/2020,08:11:13,51.4,20.6
17/09/2020,20:11:13,50.5,19.6
18/09/2020,08:11:13,50.7,20.5
18/09/2020,20:11:13,51.5,20.5
19/09/2020,08:11:13,52.1,20.5
19/09/2020,20:11:13,52.9,20.6
20/09/2020,08:11:13,51.4,19.6
20/09/2020,20:11:13,51.9,20.5
21/09/2020,08:11:13,52.3,20.6
21/09/2020,20:11:13,52.5,20.6
22/09/2020,08:11:13,52.2,20.6
22/09/2020,20:11:13,50.9,20.6
23/09/2020,08:11:13,50.3,20.6
23/09/2020,20:11:13,50.3,20.4
24/09/2020,08:11:13,49.7,20
24/09/2020,20:11:13,50.6,20.2
25/09/2020,08:11:13,50.4,20.2
25/09/2020,20:11:13,50.4,20.1
26/09/2020,08:11:13,48,19.7
26/09/2020,20:11:13,48.5,19.7
27/09/2020,08:11:13,48.8,19.6
27/09/2020,20:11:13,49.9,19.6
28/09/2020,08:11:13,50.4,19.5
28/09/2020,20:11:13,51.5,19.5
29/09/2020,08:11:13,52.3,19.5
29/09/2020,20:11:13,53.2,19.5
30/09/2020,08:11:13,52.7,19.5
30/09/2020,20:11:13,53.2,19.7
01/10/2020,08:11:13,51.3,19.3
01/10/2020,20:11:13,51.3,19.5
02/10/2020,08:11:13,50.5,19.2
02/10/2020,20:11:13,52.2,19.3
03/10/2020,08:11:13,50.7,18.9
03/10/2020,20:11:13,52.2,19.1
04/10/2020,08:11:13,52.2,19.1
04/10/2020,20:11:13,53.1,19.1
05/10/2020,08:11:13,51,18.8
05/10/2020,20:11:13,52.2,18.8
06/10/2020,08:11:13,52.5,18.8
06/10/2020,20:11:13,53.5,18.7
07/10/2020,08:11:13,52.9,18.7
07/10/2020,20:11:13,53.4,18.6
08/10/2020,08:11:13,52.5,18.5
08/10/2020,20:11:13,53.4,18.5
09/10/2020,08:11:13,52.8,18.5
09/10/2020,20:11:13,53.1,18.5
10/10/2020,08:11:13,51.9,18.4
10/10/2020,20:11:13,52.4,18.3
11/10/2020,08:11:13,52.2,18.2
11/10/2020,20:11:13,52.6,18.1
12/10/2020,08:11:13,52.3,18
12/10/2020,20:11:13,52.9,17.9
13/10/2020,08:11:13,52.3,17.9
13/10/2020,20:11:13,52.8,17.8
14/10/2020,08:11:13,52.5,17.7
14/10/2020,20:11:13,53,17.7
15/10/2020,08:11:13,52.5,17.6
15/10/2020,20:11:13,52.9,17.6
16/10/2020,08:11:13,52.6,17.5
16/10/2020,20:11:13,53.1,17.5
17/10/2020,08:11:13,53,17.4
17/10/2020,20:11:13,53.5,17.4
18/10/2020,08:11:13,54.3,17.3
18/10/2020,20:11:13,54.9,17.3
19/10/2020,08:11:13,55.1,17.3
19/10/2020,20:11:13,55.9,17.4
20/10/2020,08:11:13,56.2,17.5
20/10/2020,20:11:13,55.9,17.6
21/10/2020,08:11:13,32.1,17.6
21/10/2020,20:11:13,30.9,17.7
22/10/2020,08:11:13,49.7,17.8
22/10/2020,20:11:13,51.7,17.9
23/10/2020,08:11:13,38.7,17.9
23/10/2020,20:11:13,43.6,17.9
24/10/2020,08:11:13,43.9,17.9
24/10/2020,20:11:13,41.7,17.9
25/10/2020,08:11:13,44.1,17.9
25/10/2020,20:11:13,46.2,17.8
26/10/2020,08:11:13,48.2,17.7
26/10/2020,20:11:13,48.9,17.6
27/10/2020,08:11:13,46.9,17.5
27/10/2020,20:11:13,48.9,17.4
28/10/2020,08:11:13,49.8,17.3
28/10/2020,20:11:13,51.3,17.3
29/10/2020,08:11:13,51.5,17.2
29/10/2020,20:11:13,54.2,17.1
30/10/2020,08:11:13,52.5,17.1
30/10/2020,20:11:13,54.8,17.1
31/10/2020,08:11:13,30.9,17.1
31/10/2020,20:11:13,44.7,17.1
01/11/2020,08:11:13,46.8,17
01/11/2020,20:11:13,51.3,17
02/11/2020,08:11:13,52.9,17
02/11/2020,20:11:13,51.2,17.1
03/11/2020,08:11:13,50,16.9
03/11/2020,20:11:13,50.4,16.9
04/11/2020,08:11:13,49.7,16.8
04/11/2020,20:11:13,48.1,19.7
05/11/2020,08:11:13,46.4,18.4
05/11/2020,20:11:13,46.5,18.4
06/11/2020,08:11:13,46.5,18
06/11/2020,20:11:13,46.3,20.6
07/11/2020,08:11:13,45.6,20.7
07/11/2020,20:11:13,45.8,20.9
08/11/2020,08:11:13,46.6,20.9
08/11/2020,20:11:13,47.1,21
09/11/2020,08:11:13,47.4,21
09/11/2020,20:11:13,47.4,21.2
10/11/2020,08:11:13,47.6,21.1
10/11/2020,20:11:13,47.7,21.1
11/11/2020,08:11:13,47.8,21.1
11/11/2020,20:11:13,47.8,21.2
12/11/2020,08:11:13,47.8,21.1
12/11/2020,20:11:13,47.5,21.1
13/11/2020,08:11:13,47.6,21.1
13/11/2020,20:11:13,47.4,21
14/11/2020,08:11:13,47.2,21.1
14/11/2020,20:11:13,47.5,21.1
15/11/2020,08:11:13,47.7,21.1
15/11/2020,20:11:13,47.1,21
16/11/2020,08:11:13,46.6,21
16/11/2020,20:11:13,46.1,21
17/11/2020,08:11:13,46.7,21.1
17/11/2020,20:11:13,47,21.1
18/11/2020,08:11:13,47.4,21.1
18/11/2020,20:11:13,47.5,21.1
19/11/2020,08:11:13,46.3,21.1
19/11/2020,20:11:13,45.5,21.1
20/11/2020,08:11:13,44,20.9
20/11/2020,20:11:13,43.5,21
21/11/2020,08:11:13,44.3,21
21/11/2020,20:11:13,45,21
22/11/2020,08:11:13,46,21.1
22/11/2020,20:11:13,45.8,21
23/11/2020,08:11:13,44.9,21
23/11/2020,20:11:13,44.4,21
24/11/2020,08:11:13,45,21
24/11/2020,20:11:13,45.3,21
25/11/2020,08:11:13,45.9,21
25/11/2020,20:11:13,46.3,21
26/11/2020,08:11:13,45.6,20.9
26/11/2020,20:11:13,43.9,24
27/11/2020,08:11:13,39.7,21.5
27/11/2020,20:11:13,38.5,21.6
28/11/2020,08:11:13,38,24.2
28/11/2020,20:11:13,40.3,23.8
29/11/2020,08:11:13,40.1,23.3
29/11/2020,20:11:13,41.2,23.3
30/11/2020,08:11:13,38.2,18.8
30/11/2020,20:11:13,40.3,15.7
01/12/2020,08:11:13,41.2,15.8
01/12/2020,20:11:13,41.8,9.7
02/12/2020,08:11:13,43,8.2
02/12/2020,20:11:13,43.7,15.5
03/12/2020,08:11:13,43,12.5
03/12/2020,20:11:13,44.4,19
04/12/2020,08:11:13,44.2,18.1
04/12/2020,20:11:13,43,17.8
05/12/2020,08:11:13,43.2,17.6
05/12/2020,20:11:13,43,18.1
06/12/2020,08:11:13,41.9,18.1
06/12/2020,20:11:13,41.8,21.2
07/12/2020,08:11:13,41.8,20.3
07/12/2020,20:11:13,39.1,13.7
08/12/2020,08:11:13,41.7,15.8
08/12/2020,20:11:13,44.1,13.8
09/12/2020,08:11:13,46.6,16
09/12/2020,20:11:13,47.2,15.5
10/12/2020,08:11:13,47.9,15.4
10/12/2020,20:11:13,49.8,15.3
11/12/2020,08:11:13,51.8,16.8
11/12/2020,20:11:13,53.8,19.4
12/12/2020,08:11:13,52.1,15
12/12/2020,20:11:13,56,11.9
13/12/2020,08:11:13,55.4,16.2
13/12/2020,20:11:13,54.2,14.5
14/12/2020,08:11:13,55.7,17.6
14/12/2020,20:11:13,53.8,19.5
15/12/2020,08:11:13,51.3,19.3
15/12/2020,20:11:13,54,22.2
16/12/2020,08:11:13,54.9,20.3
