"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-22 12:50:50","44430.5353009259","43.60","0.000","23.5","50.0","",""
"2021-08-22 13:05:50","44430.5457175926","108.00","0.000","23.5","50.0","",""
"2021-08-22 13:20:50","44430.5561342593","200.80","0.000","23.5","50.0","",""
"2021-08-22 13:35:50","44430.5665509259","156.20","0.000","23.5","50.0","",""
"2021-08-22 13:50:50","44430.5769675926","150.40","0.000","23.5","50.0","",""
"2021-08-22 14:05:50","44430.5873842593","168.20","0.000","23.5","50.0","",""
"2021-08-22 14:20:50","44430.5978009259","149.80","0.000","23.6","50.0","",""
"2021-08-22 14:35:50","44430.6082175926","83.76","0.000","23.5","50.0","",""
"2021-08-22 14:50:50","44430.6186342593","74.46","0.000","23.6","50.0","",""
"2021-08-22 15:05:50","44430.6290509259","113.50","0.000","23.6","50.0","",""
"2021-08-22 15:20:50","44430.6394675926","77.08","0.000","23.6","50.0","",""
"2021-08-22 15:35:50","44430.6498842593","40.39","0.000","23.6","50.0","",""
"2021-08-22 15:50:50","44430.6603009259","81.32","0.000","23.6","50.0","",""
"2021-08-22 16:05:50","44430.6707175926","83.24","0.000","23.6","50.0","",""
"2021-08-22 16:20:50","44430.6811342593","59.02","0.000","23.6","50.0","",""
"2021-08-22 16:35:50","44430.6915509259","18.37","0.000","23.6","50.0","",""
"2021-08-22 16:50:50","44430.7019675926","7.58","0.000","23.6","50.0","",""
"2021-08-22 17:05:50","44430.7123842593","7.92","0.000","23.5","50.0","",""
"2021-08-22 17:20:50","44430.7228009259","15.26","0.000","23.5","50.0","",""
"2021-08-22 17:35:50","44430.7332175926","19.42","0.000","23.5","50.0","",""
"2021-08-22 17:50:50","44430.7436342593","18.16","0.000","23.5","50.0","",""
"2021-08-22 18:05:50","44430.7540509259","16.51","0.000","23.5","50.0","",""
"2021-08-22 18:20:50","44430.7644675926","14.76","0.000","23.5","50.0","",""
"2021-08-22 18:35:50","44430.7748842593","11.36","0.000","23.5","50.0","",""
"2021-08-22 18:50:50","44430.7853009259","6.36","0.000","23.5","50.0","",""
"2021-08-22 19:05:50","44430.7957175926","3.62","0.000","23.5","50.0","",""
"2021-08-22 19:20:50","44430.8061342593","1.02","0.000","23.4","50.0","",""
"2021-08-22 19:35:50","44430.8165509259","0.15","0.000","23.4","50.0","",""
"2021-08-22 19:50:50","44430.8269675926","0.03","0.000","23.4","50.0","",""
"2021-08-22 20:05:50","44430.8373842593","0.02","0.000","23.4","50.0","",""
"2021-08-22 20:20:50","44430.8478009259","0.02","0.000","23.3","50.0","",""
"2021-08-22 20:35:50","44430.8582175926","0.02","0.000","23.3","50.0","",""
"2021-08-22 20:50:50","44430.8686342593","0.02","0.000","23.3","50.0","",""
"2021-08-22 21:05:50","44430.8790509259","0.03","0.000","23.2","50.0","",""
"2021-08-22 21:20:50","44430.8894675926","0.02","0.000","23.2","50.0","",""
"2021-08-22 21:35:50","44430.8998842593","0.03","0.000","23.2","50.0","",""
"2021-08-22 21:50:50","44430.9103009259","0.03","0.000","23.2","50.0","",""
"2021-08-22 22:05:50","44430.9207175926","0.03","0.000","23.2","50.0","",""
"2021-08-22 22:20:50","44430.9311342593","0.03","0.000","23.1","50.0","",""
"2021-08-22 22:35:50","44430.9415509259","0.02","0.000","23.1","50.0","",""
"2021-08-22 22:50:50","44430.9519675926","0.02","0.000","23.1","50.0","",""
"2021-08-22 23:05:50","44430.9623842593","0.03","0.000","23.1","50.0","",""
"2021-08-22 23:20:50","44430.9728009259","0.02","0.000","23.1","50.0","",""
"2021-08-22 23:35:50","44430.9832175926","0.02","0.000","23.0","50.0","",""
"2021-08-22 23:50:50","44430.9936342593","0.02","0.000","23.0","50.0","",""
"2021-08-23 00:05:50","44431.0040509259","0.02","0.000","23.0","50.0","",""
"2021-08-23 00:20:50","44431.0144675926","0.02","0.000","23.0","50.0","",""
"2021-08-23 00:35:50","44431.0248842593","0.02","0.000","23.0","50.0","",""
"2021-08-23 00:50:50","44431.0353009259","0.03","0.000","23.0","50.0","",""
"2021-08-23 01:05:50","44431.0457175926","0.03","0.000","23.0","50.0","",""
"2021-08-23 01:20:50","44431.0561342593","0.03","0.000","23.0","50.0","",""
"2021-08-23 01:35:50","44431.0665509259","0.02","0.000","22.9","50.0","",""
"2021-08-23 01:50:50","44431.0769675926","0.02","0.000","22.9","50.0","",""
"2021-08-23 02:05:50","44431.0873842593","0.02","0.000","22.9","50.0","",""
"2021-08-23 02:20:50","44431.0978009259","0.02","0.000","22.9","50.0","",""
"2021-08-23 02:35:50","44431.1082175926","0.03","0.000","22.9","50.0","",""
"2021-08-23 02:50:50","44431.1186342593","0.02","0.000","22.9","50.0","",""
"2021-08-23 03:05:50","44431.1290509259","0.02","0.000","22.8","50.0","",""
"2021-08-23 03:20:50","44431.1394675926","0.03","0.000","22.8","50.0","",""
"2021-08-23 03:35:50","44431.1498842593","0.03","0.000","22.8","50.0","",""
"2021-08-23 03:50:50","44431.1603009259","0.03","0.000","22.8","50.0","",""
"2021-08-23 04:05:50","44431.1707175926","0.03","0.000","22.8","50.0","",""
"2021-08-23 04:20:50","44431.1811342593","0.03","0.000","22.8","50.0","",""
"2021-08-23 04:35:50","44431.1915509259","0.03","0.000","22.7","50.0","",""
"2021-08-23 04:50:50","44431.2019675926","0.12","0.000","22.7","50.0","",""
"2021-08-23 05:05:50","44431.2123842593","0.52","0.000","22.7","50.0","",""
"2021-08-23 05:20:50","44431.2228009259","1.33","0.000","22.7","50.0","",""
"2021-08-23 05:35:50","44431.2332175926","3.06","0.000","22.7","50.0","",""
"2021-08-23 05:50:50","44431.2436342593","8.90","0.000","22.7","50.0","",""
"2021-08-23 06:05:50","44431.2540509259","66.90","0.000","22.7","50.0","",""
"2021-08-23 06:20:50","44431.2644675926","69.96","0.000","22.7","50.0","",""
"2021-08-23 06:35:50","44431.2748842593","69.54","0.000","22.7","50.0","",""
"2021-08-23 06:50:50","44431.2853009259","67.86","0.000","22.7","50.0","",""
"2021-08-23 07:05:50","44431.2957175926","95.40","0.000","22.7","50.0","",""
"2021-08-23 07:20:50","44431.3061342593","149.00","0.000","22.8","50.0","",""
"2021-08-23 07:35:50","44431.3165509259","108.20","0.000","22.8","50.0","",""
"2021-08-23 07:50:50","44431.3269675926","87.60","0.000","22.8","50.0","",""
"2021-08-23 08:05:50","44431.3373842593","84.96","0.000","22.9","50.0","",""
"2021-08-23 08:20:50","44431.3478009259","82.20","0.000","22.9","50.0","",""
"2021-08-23 08:35:50","44431.3582175926","89.28","0.000","23.0","50.0","",""
"2021-08-23 08:50:50","44431.3686342593","96.32","0.000","23.0","50.0","",""
"2021-08-23 09:05:50","44431.3790509259","94.60","0.000","23.1","50.0","",""
"2021-08-23 09:20:50","44431.3894675926","98.28","0.000","23.1","50.0","",""
"2021-08-23 09:35:50","44431.3998842593","107.40","0.000","23.2","50.0","",""
"2021-08-23 09:50:50","44431.4103009259","97.88","0.000","23.2","50.0","",""
"2021-08-23 10:05:50","44431.4207175926","90.84","0.000","23.3","50.0","",""
"2021-08-23 10:20:50","44431.4311342593","94.24","0.000","23.3","50.0","",""
"2021-08-23 10:35:50","44431.4415509259","99.64","0.000","23.3","50.0","",""
"2021-08-23 10:50:50","44431.4519675926","123.00","0.000","23.4","50.0","",""
"2021-08-23 11:05:50","44431.4623842593","104.60","0.000","23.4","50.0","",""
"2021-08-23 11:20:50","44431.4728009259","135.90","0.000","23.4","50.0","",""
"2021-08-23 11:35:50","44431.4832175926","224.00","0.000","23.5","50.0","",""
"2021-08-23 11:50:50","44431.4936342593","181.80","0.000","23.5","50.0","",""
"2021-08-23 12:05:50","44431.5040509259","179.70","0.000","23.5","50.0","",""
"2021-08-23 12:20:50","44431.5144675926","180.80","0.000","23.5","50.0","",""
"2021-08-23 12:35:50","44431.5248842593","164.50","0.000","23.5","50.0","",""
"2021-08-23 12:50:50","44431.5353009259","148.10","0.000","23.5","50.0","",""
"2021-08-23 13:05:50","44431.5457175926","142.30","0.000","23.5","50.0","",""
"2021-08-23 13:20:50","44431.5561342593","141.70","0.000","23.6","50.0","",""
