"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-22 16:31:43","44430.6886921296","0.01","0.000","23.4","52.0","",""
"2021-08-22 16:46:43","44430.6991087963","0.00","0.000","23.4","53.0","",""
"2021-08-22 17:01:43","44430.7095254630","0.00","0.000","23.4","52.0","",""
"2021-08-22 17:16:43","44430.7199421296","0.02","0.000","23.4","52.0","",""
"2021-08-22 17:31:43","44430.7303587963","0.02","0.000","23.4","53.0","",""
"2021-08-22 17:46:43","44430.7407754630","0.02","0.000","23.4","52.0","",""
"2021-08-22 18:01:43","44430.7511921296","0.02","0.000","23.4","52.0","",""
"2021-08-22 18:16:43","44430.7616087963","0.02","0.000","23.4","53.0","",""
"2021-08-22 18:31:43","44430.7720254630","0.01","0.000","23.4","52.0","",""
"2021-08-22 18:46:43","44430.7824421296","0.00","0.000","23.4","53.0","",""
"2021-08-22 19:01:43","44430.7928587963","0.00","0.000","23.4","52.0","",""
"2021-08-22 19:16:43","44430.8032754630","0.00","0.000","23.4","52.0","",""
"2021-08-22 19:31:43","44430.8136921296","0.00","0.000","23.4","53.0","",""
"2021-08-22 19:46:43","44430.8241087963","0.00","0.000","23.4","52.0","",""
"2021-08-22 20:01:43","44430.8345254630","0.00","0.000","23.4","52.0","",""
"2021-08-22 20:16:43","44430.8449421296","0.00","0.000","23.3","53.0","",""
"2021-08-22 20:31:43","44430.8553587963","0.00","0.000","23.3","52.0","",""
"2021-08-22 20:46:43","44430.8657754630","0.00","0.000","23.3","52.0","",""
"2021-08-22 21:01:43","44430.8761921296","0.00","0.000","23.3","53.0","",""
"2021-08-22 21:16:43","44430.8866087963","0.00","0.000","23.3","52.0","",""
"2021-08-22 21:31:43","44430.8970254630","0.00","0.000","23.3","52.0","",""
"2021-08-22 21:46:43","44430.9074421296","0.00","0.000","23.2","53.0","",""
"2021-08-22 22:01:43","44430.9178587963","0.00","0.000","23.2","52.0","",""
"2021-08-22 22:16:43","44430.9282754630","0.00","0.000","23.2","52.0","",""
"2021-08-22 22:31:43","44430.9386921296","0.00","0.000","23.2","53.0","",""
"2021-08-22 22:46:43","44430.9491087963","0.00","0.000","23.2","53.0","",""
"2021-08-22 23:01:43","44430.9595254630","0.00","0.000","23.2","52.0","",""
"2021-08-22 23:16:43","44430.9699421296","0.00","0.000","23.2","53.0","",""
"2021-08-22 23:31:43","44430.9803587963","0.00","0.000","23.2","53.0","",""
"2021-08-22 23:46:43","44430.9907754630","0.00","0.000","23.1","53.0","",""
"2021-08-23 00:01:43","44431.0011921296","0.00","0.000","23.1","52.0","",""
"2021-08-23 00:16:43","44431.0116087963","0.00","0.000","23.1","53.0","",""
"2021-08-23 00:31:43","44431.0220254630","0.00","0.000","23.1","53.0","",""
"2021-08-23 00:46:43","44431.0324421296","0.00","0.000","23.1","52.0","",""
"2021-08-23 01:01:43","44431.0428587963","0.00","0.000","23.1","53.0","",""
"2021-08-23 01:16:43","44431.0532754630","0.00","0.000","23.1","53.0","",""
"2021-08-23 01:31:43","44431.0636921296","0.00","0.000","23.1","53.0","",""
"2021-08-23 01:46:43","44431.0741087963","0.00","0.000","23.0","52.0","",""
"2021-08-23 02:01:43","44431.0845254630","0.00","0.000","23.0","53.0","",""
"2021-08-23 02:16:43","44431.0949421296","0.00","0.000","23.0","53.0","",""
"2021-08-23 02:31:43","44431.1053587963","0.00","0.000","23.0","53.0","",""
"2021-08-23 02:46:43","44431.1157754630","0.00","0.000","23.0","53.0","",""
"2021-08-23 03:01:43","44431.1261921296","0.00","0.000","23.0","53.0","",""
"2021-08-23 03:16:43","44431.1366087963","0.00","0.000","23.0","53.0","",""
"2021-08-23 03:31:43","44431.1470254630","0.00","0.000","23.0","53.0","",""
